center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	host-associated environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325634	SAMEA5523551	HS43	skin_elevation	749906	gut metagenome	ERP114401	ERX3264757	ERR3237379	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325634&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325634&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.6092	36.4549	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	81228	34529536	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325635	SAMEA5523552	HS44	skin_elevation	749906	gut metagenome	ERP114401	ERX3264758	ERR3237380	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325635&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325635&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.6092	36.4549	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	51932	22094119	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325636	SAMEA5523553	HS45	skin_elevation	749906	gut metagenome	ERP114401	ERX3264759	ERR3237381	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325636&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325636&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.6092	36.4549	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	81291	34557037	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325637	SAMEA5523554	HS46	skin_elevation	749906	gut metagenome	ERP114401	ERX3264760	ERR3237382	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325637&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325637&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	88037	37371468	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325638	SAMEA5523555	HS47	skin_elevation	749906	gut metagenome	ERP114401	ERX3264761	ERR3237383	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325638&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325638&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	26024	11077937	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325639	SAMEA5523556	HS48	skin_elevation	749906	gut metagenome	ERP114401	ERX3264762	ERR3237384	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325639&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325639&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	55569	23625641	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325640	SAMEA5523557	HS49	skin_elevation	749906	gut metagenome	ERP114401	ERX3264763	ERR3237385	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325640&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325640&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	76008	32354804	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325641	SAMEA5523558	HS50	skin_elevation	749906	gut metagenome	ERP114401	ERX3264764	ERR3237386	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325641&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325641&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	75778	32265704	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325642	SAMEA5523559	HS51	skin_elevation	749906	gut metagenome	ERP114401	ERX3264765	ERR3237387	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325642&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325642&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	67421	28699236	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325643	SAMEA5523560	HS52	skin_elevation	749906	gut metagenome	ERP114401	ERX3264766	ERR3237388	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325643&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325643&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	90765	38659088	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325644	SAMEA5523561	HS53	skin_elevation	749906	gut metagenome	ERP114401	ERX3264767	ERR3237389	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325644&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325644&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	59889	25489842	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325645	SAMEA5523562	HS54	skin_elevation	749906	gut metagenome	ERP114401	ERX3264768	ERR3237390	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325645&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325645&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	64335	27399263	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325646	SAMEA5523563	HS55	skin_elevation	749906	gut metagenome	ERP114401	ERX3264769	ERR3237391	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325646&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325646&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	77233	32888429	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325647	SAMEA5523564	HS56	skin_elevation	749906	gut metagenome	ERP114401	ERX3264770	ERR3237392	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325647&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325647&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	105986	45117115	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325648	SAMEA5523565	HS57	skin_elevation	749906	gut metagenome	ERP114401	ERX3264771	ERR3237393	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325648&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325648&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	68808	29270277	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325649	SAMEA5523566	HS58	skin_elevation	749906	gut metagenome	ERP114401	ERX3264772	ERR3237394	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325649&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325649&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	60449	25717709	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325650	SAMEA5523567	HS59	skin_elevation	749906	gut metagenome	ERP114401	ERX3264773	ERR3237395	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325650&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325650&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	69202	29421730	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325651	SAMEA5523568	HS60	skin_elevation	749906	gut metagenome	ERP114401	ERX3264774	ERR3237396	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325651&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325651&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.1277	36.4458	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	56180	23898381	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325652	SAMEA5523569	HS61	skin_elevation	749906	gut metagenome	ERP114401	ERX3264775	ERR3237397	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325652&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325652&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	74547	31655082	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325653	SAMEA5523570	HS62	skin_elevation	749906	gut metagenome	ERP114401	ERX3264776	ERR3237398	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325653&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325653&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	74270	31557166	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325654	SAMEA5523571	HS63	skin_elevation	749906	gut metagenome	ERP114401	ERX3264777	ERR3237399	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325654&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325654&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	81900	34823899	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325655	SAMEA5523572	HS64	skin_elevation	749906	gut metagenome	ERP114401	ERX3264778	ERR3237400	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325655&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325655&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	62524	26583392	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325656	SAMEA5523573	HS65	skin_elevation	749906	gut metagenome	ERP114401	ERX3264779	ERR3237401	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325656&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325656&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	58117	24709532	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325657	SAMEA5523574	HS66	skin_elevation	749906	gut metagenome	ERP114401	ERX3264780	ERR3237402	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325657&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325657&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	68140	28946718	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325658	SAMEA5523575	HS67	skin_elevation	749906	gut metagenome	ERP114401	ERX3264781	ERR3237403	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325658&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325658&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	62631	26619906	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325659	SAMEA5523576	HS68	skin_elevation	749906	gut metagenome	ERP114401	ERX3264782	ERR3237404	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325659&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325659&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	58324	24798534	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325660	SAMEA5523577	HS69	skin_elevation	749906	gut metagenome	ERP114401	ERX3264783	ERR3237405	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325660&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325660&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	55553	23604926	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325661	SAMEA5523578	HS70	skin_elevation	749906	gut metagenome	ERP114401	ERX3264784	ERR3237406	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325661&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325661&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	62300	26461848	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325662	SAMEA5523579	HS71	skin_elevation	749906	gut metagenome	ERP114401	ERX3264785	ERR3237407	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325662&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325662&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	67882	28893130	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325663	SAMEA5523580	HS72	skin_elevation	749906	gut metagenome	ERP114401	ERX3264786	ERR3237408	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325663&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325663&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	72238	30725960	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325664	SAMEA5523581	HS73	skin_elevation	749906	gut metagenome	ERP114401	ERX3264787	ERR3237409	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325664&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325664&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	64525	27444050	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325665	SAMEA5523582	HS74	skin_elevation	749906	gut metagenome	ERP114401	ERX3264788	ERR3237410	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325665&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325665&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	61948	26337775	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325666	SAMEA5523583	HS75	skin_elevation	749906	gut metagenome	ERP114401	ERX3264789	ERR3237411	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325666&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325666&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	59200	25179086	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325667	SAMEA5523584	HS76	skin_elevation	749906	gut metagenome	ERP114401	ERX3264790	ERR3237412	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325667&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325667&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	53603	22815039	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325668	SAMEA5523585	HS77	skin_elevation	749906	gut metagenome	ERP114401	ERX3264791	ERR3237413	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325668&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325668&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	31401	13370938	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325669	SAMEA5523586	HS78	skin_elevation	749906	gut metagenome	ERP114401	ERX3264792	ERR3237414	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325669&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325669&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	59770	25422932	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325670	SAMEA5523587	HS79	skin_elevation	749906	gut metagenome	ERP114401	ERX3264793	ERR3237415	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325670&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325670&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	63083	26874298	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325671	SAMEA5523588	HS80	skin_elevation	749906	gut metagenome	ERP114401	ERX3264794	ERR3237416	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325671&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325671&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	62245	26519191	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325672	SAMEA5523589	HS81	skin_elevation	749906	gut metagenome	ERP114401	ERX3264795	ERR3237417	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325672&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325672&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	64315	27397442	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325673	SAMEA5523590	HS82	skin_elevation	749906	gut metagenome	ERP114401	ERX3264796	ERR3237418	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325673&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325673&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	36819	15661396	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325674	SAMEA5523591	HS83	skin_elevation	749906	gut metagenome	ERP114401	ERX3264797	ERR3237419	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325674&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325674&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	68187	29027371	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325675	SAMEA5523592	HS84	skin_elevation	749906	gut metagenome	ERP114401	ERX3264798	ERR3237420	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325675&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325675&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	57239	24342067	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325676	SAMEA5523593	HS85	skin_elevation	749906	gut metagenome	ERP114401	ERX3264799	ERR3237421	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325676&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325676&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	64947	27618310	2019-12-30	2019-03-21
