broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	DESCRIPTION	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	host	isolation_source	collection_date	geo_loc_name	lat_lon	patient_sample	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|bigdoyle	SRS4594145	SAMN11352321	DS2016060	patient10-S1	2034148	canine metagenome	patient10-S1	SRP191145	SRX5648772	SRR8861228	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594145&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594145&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-13	USA: Massachusetts	not applicable	patient10-S1	Metagenome or environmental	3943644	837799937	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594140	SAMN11352322	DS2016061	patient10-S2	2034148	canine metagenome	patient10-S2	SRP191145	SRX5648767	SRR8861233	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594140&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594140&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-27	USA: Massachusetts	not applicable	patient10-S2	Metagenome or environmental	3475779	740871560	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594139	SAMN11352323	DS2016062	patient10-S3	2034148	canine metagenome	patient10-S3	SRP191145	SRX5648766	SRR8861234	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594139&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594139&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-07-25	USA: Massachusetts	not applicable	patient10-S3	Metagenome or environmental	3651193	810705865	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594142	SAMN11352324	DS2016063	patient10-S4	2034148	canine metagenome	patient10-S4	SRP191145	SRX5648769	SRR8861231	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594142&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594142&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-07-26	USA: Massachusetts	not applicable	patient10-S4	Metagenome or environmental	2249693	432476165	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594141	SAMN11352325	DS2016064	patient10-S5	2034148	canine metagenome	patient10-S5	SRP191145	SRX5648768	SRR8861232	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594141&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594141&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-01	USA: Massachusetts	not applicable	patient10-S5	Metagenome or environmental	2433702	487098217	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594138	SAMN11352326	DS2016065	patient11-S1	2034148	canine metagenome	patient11-S1	SRP191145	SRX5648765	SRR8861235	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594138&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594138&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-06	USA: Massachusetts	not applicable	patient11-S1	Metagenome or environmental	1323390	371450907	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594137	SAMN11352327	DS2016066	patient11-S2	2034148	canine metagenome	patient11-S2	SRP191145	SRX5648764	SRR8861236	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594137&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594137&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-07	USA: Massachusetts	not applicable	patient11-S2	Metagenome or environmental	2523504	651597504	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594155	SAMN11352328	DS2016067	patient11-S3	2034148	canine metagenome	patient11-S3	SRP191145	SRX5648782	SRR8861218	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594155&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594155&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-08	USA: Massachusetts	not applicable	patient11-S3	Metagenome or environmental	3553088	940556892	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594156	SAMN11352329	DS2016068	patient11-S4	2034148	canine metagenome	patient11-S4	SRP191145	SRX5648783	SRR8861217	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594156&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594156&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-09	USA: Massachusetts	not applicable	patient11-S4	Metagenome or environmental	3891938	982661471	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594153	SAMN11352330	DS2016069	patient11-S5	2034148	canine metagenome	patient11-S5	SRP191145	SRX5648780	SRR8861220	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594153&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594153&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-10	USA: Massachusetts	not applicable	patient11-S5	Metagenome or environmental	4355295	1111327139	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594154	SAMN11352331	DS2016070	patient12-S1	2034148	canine metagenome	patient12-S1	SRP191145	SRX5648781	SRR8861219	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594154&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594154&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-27	USA: Massachusetts	not applicable	patient12-S1	Metagenome or environmental	1136011	300919736	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594151	SAMN11352332	DS2016071	patient12-S2	2034148	canine metagenome	patient12-S2	SRP191145	SRX5648778	SRR8861222	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594151&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594151&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-28	USA: Massachusetts	not applicable	patient12-S2	Metagenome or environmental	2247913	584628517	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594152	SAMN11352333	DS2016072	patient12-S3	2034148	canine metagenome	patient12-S3	SRP191145	SRX5648779	SRR8861221	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594152&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594152&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-29	USA: Massachusetts	not applicable	patient12-S3	Metagenome or environmental	3225247	860533034	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594149	SAMN11352334	DS2016073	patient12-S4	2034148	canine metagenome	patient12-S4	SRP191145	SRX5648776	SRR8861224	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594149&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594149&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-30	USA: Massachusetts	not applicable	patient12-S4	Metagenome or environmental	3293337	879877857	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594150	SAMN11352335	DS2016074	patient12-S5	2034148	canine metagenome	patient12-S5	SRP191145	SRX5648777	SRR8861223	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594150&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594150&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-31	USA: Massachusetts	not applicable	patient12-S5	Metagenome or environmental	2414548	631960269	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594147	SAMN11352336	DS2016075	patient13-S1	2034148	canine metagenome	patient13-S1	SRP191145	SRX5648774	SRR8861226	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594147&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594147&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-06	USA: Massachusetts	not applicable	patient13-S1	Metagenome or environmental	1979838	541531907	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594148	SAMN11352337	DS2016076	patient13-S2	2034148	canine metagenome	patient13-S2	SRP191145	SRX5648775	SRR8861225	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594148&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594148&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-07	USA: Massachusetts	not applicable	patient13-S2	Metagenome or environmental	3495676	880064346	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594054	SAMN11352338	DS2016077	patient13-S3	2034148	canine metagenome	patient13-S3	SRP191145	SRX5648681	SRR8861319	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594054&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594054&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-08	USA: Massachusetts	not applicable	patient13-S3	Metagenome or environmental	4105134	1052988258	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594053	SAMN11352339	DS2016078	patient13-S4	2034148	canine metagenome	patient13-S4	SRP191145	SRX5648680	SRR8861320	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594053&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594053&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-09	USA: Massachusetts	not applicable	patient13-S4	Metagenome or environmental	2193214	577445557	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594052	SAMN11352340	DS2016079	patient13-S5	2034148	canine metagenome	patient13-S5	SRP191145	SRX5648679	SRR8861321	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594052&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594052&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2016-08-10	USA: Massachusetts	not applicable	patient13-S5	Metagenome or environmental	3148585	821667287	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594051	SAMN11352341	DS2016080	patient14-S1	2034148	canine metagenome	patient14-S1	SRP191145	SRX5648678	SRR8861322	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594051&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594051&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-11	USA: Massachusetts	not applicable	patient14-S1	Metagenome or environmental	2490695	654800708	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594058	SAMN11352342	DS2016081	patient14-S2	2034148	canine metagenome	patient14-S2	SRP191145	SRX5648685	SRR8861315	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594058&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594058&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-14	USA: Massachusetts	not applicable	patient14-S2	Metagenome or environmental	3559862	955268110	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594057	SAMN11352343	DS2016082	patient14-S3	2034148	canine metagenome	patient14-S3	SRP191145	SRX5648684	SRR8861316	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594057&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594057&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-15	USA: Massachusetts	not applicable	patient14-S3	Metagenome or environmental	3104207	810251141	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594056	SAMN11352344	DS2016083	patient14-S4	2034148	canine metagenome	patient14-S4	SRP191145	SRX5648683	SRR8861317	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594056&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594056&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-16	USA: Massachusetts	not applicable	patient14-S4	Metagenome or environmental	4476053	1171716606	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594055	SAMN11352345	DS2016084	patient14-S5	2034148	canine metagenome	patient14-S5	SRP191145	SRX5648682	SRR8861318	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594055&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594055&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-03-18	USA: Massachusetts	not applicable	patient14-S5	Metagenome or environmental	2142635	561786093	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594050	SAMN11352346	DS2016085	patient15-S1	2034148	canine metagenome	patient15-S1	SRP191145	SRX5648677	SRR8861323	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594050&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594050&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-16	USA: Massachusetts	not applicable	patient15-S1	Metagenome or environmental	2268356	639584851	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594049	SAMN11352347	DS2016086	patient15-S2	2034148	canine metagenome	patient15-S2	SRP191145	SRX5648676	SRR8861324	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594049&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594049&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-17	USA: Massachusetts	not applicable	patient15-S2	Metagenome or environmental	2187949	599695009	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594063	SAMN11352348	DS2016087	patient15-S3	2034148	canine metagenome	patient15-S3	SRP191145	SRX5648690	SRR8861310	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594063&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594063&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-18	USA: Massachusetts	not applicable	patient15-S3	Metagenome or environmental	2823934	773966239	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594064	SAMN11352349	DS2016088	patient15-S4	2034148	canine metagenome	patient15-S4	SRP191145	SRX5648691	SRR8861309	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594064&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594064&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-19	USA: Massachusetts	not applicable	patient15-S4	Metagenome or environmental	3963266	1080423821	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594065	SAMN11352350	DS2016089	patient15-S5	2034148	canine metagenome	patient15-S5	SRP191145	SRX5648692	SRR8861308	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594065&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594065&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-20	USA: Massachusetts	not applicable	patient15-S5	Metagenome or environmental	3927387	1019669819	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594066	SAMN11352351	DS2016090	patient15-S6	2034148	canine metagenome	patient15-S6	SRP191145	SRX5648693	SRR8861307	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594066&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594066&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-22	USA: Massachusetts	not applicable	patient15-S6	Metagenome or environmental	3151934	834769589	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594059	SAMN11352352	DS2016091	patient16-S1	2034148	canine metagenome	patient16-S1	SRP191145	SRX5648686	SRR8861314	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594059&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594059&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-17	USA: Massachusetts	not applicable	patient16-S1	Metagenome or environmental	4173487	1087480361	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594060	SAMN11352353	DS2016092	patient16-S2	2034148	canine metagenome	patient16-S2	SRP191145	SRX5648687	SRR8861313	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594060&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594060&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-18	USA: Massachusetts	not applicable	patient16-S2	Metagenome or environmental	2313234	615403028	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594061	SAMN11352354	DS2016093	patient16-S3	2034148	canine metagenome	patient16-S3	SRP191145	SRX5648688	SRR8861312	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594061&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594061&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-19	USA: Massachusetts	not applicable	patient16-S3	Metagenome or environmental	3631778	954161124	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594062	SAMN11352355	DS2016094	patient16-S4	2034148	canine metagenome	patient16-S4	SRP191145	SRX5648689	SRR8861311	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594062&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594062&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-20	USA: Massachusetts	not applicable	patient16-S4	Metagenome or environmental	3009821	795274557	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594067	SAMN11352356	DS2016095	patient17-S1	2034148	canine metagenome	patient17-S1	SRP191145	SRX5648694	SRR8861306	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594067&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594067&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-21	USA: Massachusetts	not applicable	patient17-S1	Metagenome or environmental	2140170	583698790	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594068	SAMN11352357	DS2016096	patient17-S2	2034148	canine metagenome	patient17-S2	SRP191145	SRX5648695	SRR8861305	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594068&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594068&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-22	USA: Massachusetts	not applicable	patient17-S2	Metagenome or environmental	3457923	920019477	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594088	SAMN11352358	DS2016097	patient17-S3	2034148	canine metagenome	patient17-S3	SRP191145	SRX5648715	SRR8861285	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594088&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594088&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-04-23	USA: Massachusetts	not applicable	patient17-S3	Metagenome or environmental	3746956	954149946	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594087	SAMN11352359	DS2016098	patient17-S4	2034148	canine metagenome	patient17-S4	SRP191145	SRX5648714	SRR8861286	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594087&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594087&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-08	USA: Massachusetts	not applicable	patient17-S4	Metagenome or environmental	3046199	782017902	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594090	SAMN11352360	DS2016099	patient18-S1	2034148	canine metagenome	patient18-S1	SRP191145	SRX5648717	SRR8861283	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594090&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594090&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-09	USA: Massachusetts	not applicable	patient18-S1	Metagenome or environmental	3075212	772642345	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594089	SAMN11352361	DS2016100	patient18-S2	2034148	canine metagenome	patient18-S2	SRP191145	SRX5648716	SRR8861284	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594089&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594089&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-10	USA: Massachusetts	not applicable	patient18-S2	Metagenome or environmental	664935	180485677	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594092	SAMN11352362	DS2016101	patient18-S3	2034148	canine metagenome	patient18-S3	SRP191145	SRX5648719	SRR8861281	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594092&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594092&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-15	USA: Massachusetts	not applicable	patient18-S3	Metagenome or environmental	775267	213500953	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594091	SAMN11352363	DS2016102	patient18-S4	2034148	canine metagenome	patient18-S4	SRP191145	SRX5648718	SRR8861282	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594091&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594091&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-16	USA: Massachusetts	not applicable	patient18-S4	Metagenome or environmental	2566319	680704922	2020-05-05	2020-05-05
