center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	human skin environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Yale University, New Haven, United States	ERS7648195	SAMEA9969907	MF03_Visit01_Leg_RightThigh_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648195&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648195&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648196	SAMEA9969908	MF03_Visit02_Torso_RightFlank_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648196&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648196&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648197	SAMEA9969909	MF03_Visit02_Torso_RightFlank_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648197&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648197&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648198	SAMEA9969910	MF03_Visit03_Back_Left_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648198&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648198&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648199	SAMEA9969911	MF03_Visit03_Back_Left_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648199&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648199&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648200	SAMEA9969912	MF04_Visit01_Ankle_Left_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648200&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648200&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648201	SAMEA9969913	MF04_Visit01_Leg_LeftUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648201&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648201&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648202	SAMEA9969914	MF04_Visit02_Leg_LeftUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648202&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648202&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648203	SAMEA9969915	MF04_Visit02_Leg_LeftUpper_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648203&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648203&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648204	SAMEA9969916	MF04_Visit02_Arm_Right_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648204&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648204&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648205	SAMEA9969917	MF04_Visit02_Arm_Right_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648205&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648205&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648206	SAMEA9969918	MF04_Visit03_Foot_RightInner_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648206&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648206&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648207	SAMEA9969919	MF04_Visit03_Foot_RightInner_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648207&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648207&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648208	SAMEA9969920	MF05_Visit01_Leg_RightUpper_LesionYes	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648208&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648208&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648209	SAMEA9969921	MF05_Visit02_Leg_LeftLower_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648209&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648209&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648210	SAMEA9969922	MF05_Visit02_Leg_LeftLower_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648210&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648210&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648211	SAMEA9969923	MF05_Visit03_Leg_LeftBack_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648211&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648211&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648212	SAMEA9969924	MF05_Visit03_Leg_LeftBack_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648212&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648212&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648213	SAMEA9969925	MF05_Visit03_Leg_RightLower_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648213&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648213&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648214	SAMEA9969926	MF05_Visit03_Leg_RighLower_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648214&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648214&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648215	SAMEA9969927	MF05_Visit04_Leg_RightUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648215&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648215&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648216	SAMEA9969928	MF05_Visit04_Leg_RightUpper_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648216&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648216&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648217	SAMEA9969929	MF06_Visit01_Leg_LeftBack_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648217&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648217&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648218	SAMEA9969930	MF06_Visit01_Leg_LeftBack_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648218&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648218&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648219	SAMEA9969931	MF06_Visit01_Leg_RightBack_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648219&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648219&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648220	SAMEA9969932	MF06_Visit01_Leg_RightBack_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648220&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648220&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648221	SAMEA9969933	MF06_Visit03_Arm_Left_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648221&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648221&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648222	SAMEA9969934	MF06_Visit03_Arm_Left_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648222&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648222&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648223	SAMEA9969935	MF07_Visit01_Arm_Left_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648223&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648223&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648224	SAMEA9969936	MF07_Visit01_Arm_Left_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648224&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648224&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648225	SAMEA9969937	MF07_Visit02_Arm_Left_LesionNo	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648225&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648225&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648226	SAMEA9969938	MF07_Visit02_Leg_Left_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648226&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648226&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648227	SAMEA9969939	MF07_Visit02_Leg_Left_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648227&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648227&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648228	SAMEA9969940	MF07_Visit02_Leg_Right_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648228&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648228&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648229	SAMEA9969941	MF07_Visit02_Leg_Right_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648229&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648229&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
