broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	DESCRIPTION	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection_date	env_biome	env_feature	env_material	geo_loc_name	lat_lon	host	run	well	SampleID	RunName	SubjectID	SkinType	BodySite	Timepoint	Group	Cage	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|e00011027	SRS2390645	SAMN07416329	106368	NA	540485	mouse skin metagenome	Sample106368	SRP113696	SRX3042868	SRR8792003	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390645&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390645&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H1	106368	MiSeq_18	45	Lesion	Ear	6 weeks	Infected	5	MIGS/MIMS/MIMARKS.host-associated	88553	26565900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390646	SAMN07416330	106369	NA	540485	mouse skin metagenome	Sample106369	SRP113696	SRX3042869	SRR8792004	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390646&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390646&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H2	106369	MiSeq_18	46	Non-lesion	Ear	6 weeks	Infected	5	MIGS/MIMS/MIMARKS.host-associated	86753	26025900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390648	SAMN07416331	106370	NA	540485	mouse skin metagenome	Sample106370	SRP113696	SRX3042870	SRR8792005	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390648&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390648&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H3	106370	MiSeq_18	47	Lesion	Ear	6 weeks	Infected	5	MIGS/MIMS/MIMARKS.host-associated	125466	37639800	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390647	SAMN07416332	106371	NA	540485	mouse skin metagenome	Sample106371	SRP113696	SRX3042871	SRR8792006	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390647&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390647&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H4	106371	MiSeq_18	48	Non-lesion	Ear	6 weeks	Infected	5	MIGS/MIMS/MIMARKS.host-associated	126481	37944300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390649	SAMN07416333	106372	NA	540485	mouse skin metagenome	Sample106372	SRP113696	SRX3042872	SRR8792007	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390649&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390649&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H5	106372	MiSeq_18	49	Lesion	Ear	6 weeks	Infected	5	MIGS/MIMS/MIMARKS.host-associated	175878	52763400	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390650	SAMN07416334	106373	NA	540485	mouse skin metagenome	Sample106373	SRP113696	SRX3042873	SRR8792008	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390650&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390650&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H6	106373	MiSeq_18	50	Non-lesion	Ear	6 weeks	Infected	5	MIGS/MIMS/MIMARKS.host-associated	135394	40618200	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390651	SAMN07416335	106374	NA	540485	mouse skin metagenome	Sample106374	SRP113696	SRX3042874	SRR8792009	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390651&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390651&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H7	106374	MiSeq_18	51	Control	Ear	6 weeks	Naive	6	MIGS/MIMS/MIMARKS.host-associated	126551	37965300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390652	SAMN07416336	106375	NA	540485	mouse skin metagenome	Sample106375	SRP113696	SRX3042875	SRR8792010	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390652&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390652&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H8	106375	MiSeq_18	52	Control	Ear	6 weeks	Naive	6	MIGS/MIMS/MIMARKS.host-associated	125134	37540200	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390653	SAMN07416337	106376	NA	540485	mouse skin metagenome	Sample106376	SRP113696	SRX3042876	SRR8792011	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390653&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390653&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H9	106376	MiSeq_18	53	Control	Ear	6 weeks	Naive	6	MIGS/MIMS/MIMARKS.host-associated	130533	39159900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390654	SAMN07416338	106377	NA	540485	mouse skin metagenome	Sample106377	SRP113696	SRX3042877	SRR8792012	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390654&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390654&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H10	106377	MiSeq_18	54	Control	Ear	6 weeks	Naive	6	MIGS/MIMS/MIMARKS.host-associated	118616	35584800	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390655	SAMN07416339	106378	NA	540485	mouse skin metagenome	Sample106378	SRP113696	SRX3042878	SRR8792013	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390655&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390655&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H11	106378	MiSeq_18	55	Lesion	Ear	6 weeks	Naive	6	MIGS/MIMS/MIMARKS.host-associated	127496	38248800	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390657	SAMN07416340	106379	NA	540485	mouse skin metagenome	Sample106379	SRP113696	SRX3042879	SRR8792014	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390657&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390657&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	H12	106379	MiSeq_18	56	Non-lesion	Ear	6 weeks	Naive	6	MIGS/MIMS/MIMARKS.host-associated	96524	28957200	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390656	SAMN07416341	109094	NA	540485	mouse skin metagenome	Sample109094	SRP113696	SRX3042880	SRR8792015	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390656&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390656&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G1	109094	MiSeq_19	21	Control	Ear	6 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	82375	24712500	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390658	SAMN07416342	109095	NA	540485	mouse skin metagenome	Sample109095	SRP113696	SRX3042881	SRR8792016	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390658&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390658&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G2	109095	MiSeq_19	22	Control	Ear	6 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	66760	20028000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390659	SAMN07416343	109096	NA	540485	mouse skin metagenome	Sample109096	SRP113696	SRX3042882	SRR8792017	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390659&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390659&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G3	109096	MiSeq_19	23	Control	Ear	6 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	96923	29076900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390660	SAMN07416344	109097	NA	540485	mouse skin metagenome	Sample109097	SRP113696	SRX3042883	SRR8792018	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390660&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390660&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G4	109097	MiSeq_19	24	Control	Ear	6 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	97715	29314500	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390661	SAMN07416345	109098	NA	540485	mouse skin metagenome	Sample109098	SRP113696	SRX3042884	SRR8792019	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390661&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390661&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G5	109098	MiSeq_19	25	Lesion	Ear	6 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	75440	22632000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390662	SAMN07416346	109099	NA	540485	mouse skin metagenome	Sample109099	SRP113696	SRX3042885	SRR8792020	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390662&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390662&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G6	109099	MiSeq_19	26	Non-lesion	Ear	6 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	87400	26220000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390663	SAMN07416347	109100	NA	540485	mouse skin metagenome	Sample109100	SRP113696	SRX3042886	SRR8792021	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390663&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390663&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G7	109100	MiSeq_19	27	Lesion	Ear	6 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	62993	18897900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390664	SAMN07416348	109101	NA	540485	mouse skin metagenome	Sample109101	SRP113696	SRX3042887	SRR8792022	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390664&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390664&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G8	109101	MiSeq_19	28	Non-lesion	Ear	6 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	71291	21387300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390665	SAMN07416349	109102	NA	540485	mouse skin metagenome	Sample109102	SRP113696	SRX3042888	SRR8792023	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390665&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390665&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G9	109102	MiSeq_19	29	Lesion	Ear	6 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	77262	23178600	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390666	SAMN07416350	109103	NA	540485	mouse skin metagenome	Sample109103	SRP113696	SRX3042889	SRR8792024	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390666&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390666&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G10	109103	MiSeq_19	30	Non-lesion	Ear	6 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	89447	26834100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390667	SAMN07416351	109104	NA	540485	mouse skin metagenome	Sample109104	SRP113696	SRX3042890	SRR8792025	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390667&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390667&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G11	109104	MiSeq_19	31	Control	Ear	6 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	92897	27869100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390668	SAMN07416352	109105	NA	540485	mouse skin metagenome	Sample109105	SRP113696	SRX3042891	SRR8792026	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390668&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390668&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	G12	109105	MiSeq_19	32	Control	Ear	6 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	99115	29734500	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390669	SAMN07416353	109106	NA	540485	mouse skin metagenome	Sample109106	SRP113696	SRX3042892	SRR8792027	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390669&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390669&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H1	109106	MiSeq_19	33	Control	Ear	6 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	115651	34695300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390670	SAMN07416354	109107	NA	540485	mouse skin metagenome	Sample109107	SRP113696	SRX3042893	SRR8792028	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390670&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390670&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H2	109107	MiSeq_19	34	Control	Ear	6 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	105487	31646100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390671	SAMN07416355	109108	NA	540485	mouse skin metagenome	Sample109108	SRP113696	SRX3042894	SRR8792029	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390671&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390671&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H3	109108	MiSeq_19	35	Lesion	Ear	6 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	103950	31185000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390672	SAMN07416356	109109	NA	540485	mouse skin metagenome	Sample109109	SRP113696	SRX3042895	SRR8792030	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390672&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390672&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H4	109109	MiSeq_19	36	Non-lesion	Ear	6 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	79155	23746500	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390673	SAMN07416357	109110	NA	540485	mouse skin metagenome	Sample109110	SRP113696	SRX3042896	SRR8792031	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390673&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390673&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H5	109110	MiSeq_19	37	Lesion	Ear	6 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	102743	30822900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390674	SAMN07416358	109111	NA	540485	mouse skin metagenome	Sample109111	SRP113696	SRX3042897	SRR8792032	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390674&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390674&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H6	109111	MiSeq_19	38	Non-lesion	Ear	6 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	91535	27460500	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390675	SAMN07416359	109112	NA	540485	mouse skin metagenome	Sample109112	SRP113696	SRX3042898	SRR8792033	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390675&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390675&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H7	109112	MiSeq_19	39	Lesion	Ear	6 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	79160	23748000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390676	SAMN07416360	109113	NA	540485	mouse skin metagenome	Sample109113	SRP113696	SRX3042899	SRR8792034	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390676&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390676&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H8	109113	MiSeq_19	40	Non-lesion	Ear	6 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	70820	21246000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390677	SAMN07416361	109114	NA	540485	mouse skin metagenome	Sample109114	SRP113696	SRX3042900	SRR8792035	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390677&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390677&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-08-11	NA	NA	NA	NA	NA	Mouse	MiSeq_19	H9	109114	MiSeq_19	44	Control	Ear	6 weeks	Co-housed Naive	5	MIGS/MIMS/MIMARKS.host-associated	115283	34584900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390678	SAMN07416362	106232	NA	540485	mouse skin metagenome	Sample106232	SRP113696	SRX3042901	SRR8792036	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390678&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390678&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	D9	106232	MiSeq_18	44	Control	Ear	12 weeks	Co-housed Naive	5	MIGS/MIMS/MIMARKS.host-associated	84142	25242600	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390679	SAMN07416363	106233	NA	540485	mouse skin metagenome	Sample106233	SRP113696	SRX3042902	SRR8792037	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390679&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390679&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	D10	106233	MiSeq_18	45	Lesion	Ear	12 weeks	Infected	5	MIGS/MIMS/MIMARKS.host-associated	82160	24648000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390680	SAMN07416364	106241	NA	540485	mouse skin metagenome	Sample106241	SRP113696	SRX3042903	SRR8792038	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390680&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390680&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	E6	106241	MiSeq_18	1	Control	Ear	12 weeks	Co-housed Naive	1	MIGS/MIMS/MIMARKS.host-associated	87729	26318700	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390681	SAMN07416365	106242	NA	540485	mouse skin metagenome	Sample106242	SRP113696	SRX3042904	SRR8792039	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390681&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390681&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	E7	106242	MiSeq_18	2	Control	Ear	12 weeks	Co-housed Naive	1	MIGS/MIMS/MIMARKS.host-associated	58367	17510100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390682	SAMN07416366	106243	NA	540485	mouse skin metagenome	Sample106243	SRP113696	SRX3042905	SRR8792040	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390682&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390682&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	E8	106243	MiSeq_18	3	Control	Ear	12 weeks	Co-housed Naive	1	MIGS/MIMS/MIMARKS.host-associated	52501	15750300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390683	SAMN07416367	106244	NA	540485	mouse skin metagenome	Sample106244	SRP113696	SRX3042906	SRR8792041	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390683&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390683&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	E9	106244	MiSeq_18	4	Control	Ear	12 weeks	Co-housed Naive	1	MIGS/MIMS/MIMARKS.host-associated	81606	24481800	2017-07-28	2017-07-28
