broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	sample_identifier	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|jordanr	SRS5814952	SAMN13546953	81-3-S	81-3-Skin	539655	human skin metagenome	SRP237383	SRX7355616	SRR10678307	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814952&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814952&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-3-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	276757	166607714	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814956	SAMN13546954	81-5-A	81-5-Air	539655	human skin metagenome	SRP237383	SRX7355617	SRR10678306	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814956&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814956&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-5-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	4	2408	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814953	SAMN13546955	81-5-C	81-5-Crib	539655	human skin metagenome	SRP237383	SRX7355618	SRR10678305	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814953&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814953&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-5-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	50199	30219798	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814954	SAMN13546956	81-5-S	81-5-Skin	539655	human skin metagenome	SRP237383	SRX7355619	SRR10678304	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814954&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814954&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-5-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	47530	28613060	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814957	SAMN13546957	81-6-A	81-6-Air	539655	human skin metagenome	SRP237383	SRX7355620	SRR10678303	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814957&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814957&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-6-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	2201	1325002	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814958	SAMN13546958	81-6-C	81-6-Crib	539655	human skin metagenome	SRP237383	SRX7355621	SRR10678302	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814958&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814958&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-6-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	35	21070	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814964	SAMN13546959	81-6-S	81-6-Skin	539655	human skin metagenome	SRP237383	SRX7355622	SRR10678301	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814964&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814964&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-6-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	276550	166483100	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814959	SAMN13546960	81-7-A	81-7-Air	539655	human skin metagenome	SRP237383	SRX7355623	SRR10678300	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814959&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814959&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-7-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	4	2408	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814963	SAMN13546961	81-7-C	81-7-Crib	539655	human skin metagenome	SRP237383	SRX7355624	SRR10678299	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814963&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814963&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-7-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	194	116788	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814961	SAMN13546962	81-7-S	81-7-Skin	539655	human skin metagenome	SRP237383	SRX7355626	SRR10678297	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814961&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814961&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	81-7-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	167818	101026436	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814962	SAMN13546963	82-2-A	82-2-Air	539655	human skin metagenome	SRP237383	SRX7355627	SRR10678296	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814962&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814962&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	82-2-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	1	602	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814965	SAMN13546964	82-2-C	82-2-Crib	539655	human skin metagenome	SRP237383	SRX7355628	SRR10678295	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814965&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814965&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	82-2-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	5	3010	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814966	SAMN13546965	82-2-S	82-2-Skin	539655	human skin metagenome	SRP237383	SRX7355629	SRR10678294	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814966&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814966&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	82-2-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	315357	189844914	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814967	SAMN13546966	83-1-A	83-1-Air	539655	human skin metagenome	SRP237383	SRX7355630	SRR10678293	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814967&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814967&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-1-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	41925	25238850	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814968	SAMN13546967	83-1-S	83-1-Skin	539655	human skin metagenome	SRP237383	SRX7355631	SRR10678292	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814968&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814968&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-1-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	261250	157272500	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814969	SAMN13546968	83-2-C	83-2-Crib	539655	human skin metagenome	SRP237383	SRX7355632	SRR10678291	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814969&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814969&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-2-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	218671	131639942	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814973	SAMN13546969	83-2-S	83-2-Skin	539655	human skin metagenome	SRP237383	SRX7355633	SRR10678290	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814973&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814973&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-2-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	227735	137096470	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814971	SAMN13546970	83-3-A	83-3-Air	539655	human skin metagenome	SRP237383	SRX7355634	SRR10678289	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814971&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814971&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-3-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	52	31304	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814970	SAMN13546971	83-3-C	83-3-Crib	539655	human skin metagenome	SRP237383	SRX7355635	SRR10678288	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814970&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814970&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-3-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	37634	22655668	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814653	SAMN13546972	83-3-S	83-3-Skin	539655	human skin metagenome	SRP237383	SRX7355317	SRR10678606	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814653&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814653&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-3-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	276900	166693800	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814654	SAMN13546973	83-4-A	83-4-Air	539655	human skin metagenome	SRP237383	SRX7355318	SRR10678605	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814654&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814654&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-4-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	5	3010	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814655	SAMN13546974	83-4-C	83-4-Crib	539655	human skin metagenome	SRP237383	SRX7355319	SRR10678604	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814655&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814655&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-4-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	3	1806	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814656	SAMN13546975	83-4-S	83-4-Skin	539655	human skin metagenome	SRP237383	SRX7355320	SRR10678603	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814656&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814656&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-4-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	270314	162729028	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814657	SAMN13546976	83-6-A	83-6-Air	539655	human skin metagenome	SRP237383	SRX7355321	SRR10678602	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814657&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814657&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-6-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	2	1204	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814658	SAMN13546977	83-6-C	83-6-Crib	539655	human skin metagenome	SRP237383	SRX7355322	SRR10678601	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814658&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814658&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-6-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	8	4816	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814675	SAMN13546978	83-6-S	83-6-Skin	539655	human skin metagenome	SRP237383	SRX7355323	SRR10678600	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814675&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814675&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	83-6-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	257429	154972258	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814659	SAMN13546979	84-1-A	84-1-Air	539655	human skin metagenome	SRP237383	SRX7355324	SRR10678599	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814659&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814659&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-1-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	1	602	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814660	SAMN13546980	84-1-C	84-1-Crib	539655	human skin metagenome	SRP237383	SRX7355325	SRR10678598	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814660&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814660&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-1-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	234449	141138298	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814661	SAMN13546981	84-1-S	84-1-Skin	539655	human skin metagenome	SRP237383	SRX7355326	SRR10678597	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814661&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814661&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-1-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	39580	23827160	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814663	SAMN13546982	84-11-A	84-11-Air	539655	human skin metagenome	SRP237383	SRX7355328	SRR10678595	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814663&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814663&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-11-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	56134	33792668	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814664	SAMN13546983	84-11-C	84-11-Crib	539655	human skin metagenome	SRP237383	SRX7355329	SRR10678594	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814664&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814664&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-11-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	77468	46635736	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814665	SAMN13546984	84-11-S	84-11-Skin	539655	human skin metagenome	SRP237383	SRX7355330	SRR10678593	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814665&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814665&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-11-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	78477	47243154	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814668	SAMN13546985	84-12-A	84-12-Air	539655	human skin metagenome	SRP237383	SRX7355331	SRR10678592	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814668&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814668&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-12-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	63723	38361246	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814667	SAMN13546986	84-12-C	84-12-Crib	539655	human skin metagenome	SRP237383	SRX7355332	SRR10678591	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814667&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814667&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-12-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	55546	33438692	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814670	SAMN13546987	84-12-S	84-12-Skin	539655	human skin metagenome	SRP237383	SRX7355333	SRR10678590	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814670&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814670&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-12-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	90218	54311236	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814669	SAMN13546988	84-13-A	84-13-Air	539655	human skin metagenome	SRP237383	SRX7355334	SRR10678589	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814669&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814669&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-13-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	87185	52485370	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814671	SAMN13546989	84-13-C	84-13-Crib	539655	human skin metagenome	SRP237383	SRX7355335	SRR10678588	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814671&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814671&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-13-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	76501	46053602	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814672	SAMN13546990	84-13-S	84-13-Skin	539655	human skin metagenome	SRP237383	SRX7355336	SRR10678587	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814672&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814672&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-13-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	77623	46729046	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814673	SAMN13546991	84-2-A	84-2-Air	539655	human skin metagenome	SRP237383	SRX7355337	SRR10678586	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814673&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814673&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	84-2-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	2	1204	2021-01-04	2021-01-04
