	project_id	queried_accession_id	id	source	pmid	pmcid	fullTextIdList	doi	title	authorString	journal_issue	journal_volume	journalIssueId	journal_dateOfPublication	journal_monthOfPublication	journal_yearOfPublication	journal_printPublicationDate	journal_title	journal_ISOAbbreviation	journal_medlineAbbreviation	journal_NLMid	journal_ISSN	journal_ESSN	pubYear	pageInfo	abstractText	affiliation		publicationStatus	language	pubModel	pubTypeList	keywordList	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasData	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	license	hasTMAccessionNumbers	tmAccessionTypeList	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	DOI	HTML	PDF	fulltextXML	Suppl	TGZpackage
3	PRJEB32716	32460009	32460009	MED	32460009			10.1016/j.celrep.2020.107674	Lactobacilli Have a Niche in the Human Nose.	De Boeck I, van den Broek MFL, Allonsius CN, Spacova I, Wittouck S, Martens K, Wuyts S, Cauwenberghs E, Jokicevic K, Vandenheuvel D, Eilers T, Lemarcq M, De Rudder C, Thys S, Timmermans JP, Vroegop AV, Verplaetse A, Van de Wiele T, Kiekens F, Hellings PW, Vanderveken OM, Lebeer S.	8.0	31	2959416	2020 May	5	2020	01/05/2020	Cell reports	Cell Rep	Cell Rep	101573691	2211-1247	2211-1247	2020	107674	Although an increasing number of beneficial microbiome members are characterized for the human gut and vagina, beneficial microbes are underexplored for the human upper respiratory tract (URT). In this study, we demonstrate that taxa from the beneficial Lactobacillus genus complex are more prevalent in the healthy URT than in patients with chronic rhinosinusitis (CRS). Several URT-specific isolates are cultured, characterized, and further explored for their genetic and functional properties related to adaptation to the URT. Catalase genes are found in the identified lactobacilli, which is a unique feature within this mostly facultative anaerobic genus. Moreover, one of our isolated strains, Lactobacillus casei AMBR2, contains fimbriae that enable strong adherence to URT epithelium, inhibit the growth and virulence of several URT pathogens, and successfully colonize nasal epithelium of healthy volunteers. This study thus demonstrates that specific lactobacilli are adapted to the URT and could have a beneficial keystone function in this habitat.	Department of Bioscience Engineering, University of Antwerp, Groenenborgerlaan 171, 2020 Antwerp, Belgium.	Belgium	ppublish	eng	Print	"Research Support, Non-U.S. Gov't;Journal Article"	"Probiotics;Sinusitis;lactobacillus;Upper Respiratory Tract;Microbiome;Niche-adaptation"	N	N	N	N	N	N	34	Y	N	Y	Y	Y	cc by-nc-nd	N		28/05/2020	28/05/2020		21/05/2021		01/05/2020	https://doi.org/10.1016/j.celrep.2020.107674		https://biblio.ugent.be/publication/8669723/file/8669725.pdf			
0	PRJEB13307	28636791	28636791	MED	28636791			10.1111/exd.13397	Isotretinoin and lymecycline treatments modify the skin microbiota in acne.	Kelhälä HL, Aho VTE, Fyhrquist N, Pereira PAB, Kubin ME, Paulin L, Palatsi R, Auvinen P, Tasanen K, Lauerma A.	1.0	27	2632929	2018 Jan	1	2018	01/01/2018	Experimental dermatology	Exp Dermatol	Exp Dermatol	9301549	0906-6705	1600-0625	2018	30-36	Oral retinoids and tetracyclines have a major role in acne treatment. Here, we report for the first time the effect of isotretinoin and lymecycline therapy on the skin microbiota in cheek, back and armpit swab samples of acne vulgaris patients using 16S ribosomal RNA (16S rRNA) gene amplicon sequencing. Propionibacterium acnes was the most common in sebaceous areas of healthy and untreated acne skin and more abundant in back than cheek samples. Five taxa, including a Streptococcus taxon, differed significantly between the cheek samples of healthy controls and acne patients, and acne severity was positively correlated with the abundance of Propionibacterium. Both treatments reduced clinical acne grades and the abundance of Propionibacterium, while the abundance of several other taxa was significantly higher in treated cheek samples compared with untreated ones. Less variation was observed in back samples and none in armpit samples. There were no differences in alpha diversity between control and acne patients in any of the sampled skin areas, but the diversity of the microbiota on the cheek and the back was significantly increased after acne treatments. This study provides insight into the skin microbiota in acne and how it is modulated by systemic acne treatment.	Department of Dermatology, PEDEGO Research Center, University of Oulu, Oulu, Finland.	Finland	ppublish	eng	Print-Electronic	"Research Support, Non-U.S. Gov't;Journal Article"	"Antibiotics;Microbiota;ACNE;isotretinoin;Propionibacterium Acnes"	N	N	N	N	N	N	20	Y	Y	Y	Y	Y		N		22/06/2017	22/06/2017		08/04/2019	14/09/2017	14/09/2017	https://doi.org/10.1111/exd.13397					
0	PRJEB21789	PRJEB21789	33663381	MED	33663381	PMC7934438	PMC7934438	10.1186/s12866-021-02139-9	Identification of cutaneous fungi and mites in adult atopic dermatitis: analysis by targeted 18S rRNA amplicon sequencing.	Edslev SM, Andersen PS, Agner T, Saunte DML, Ingham AC, Johannesen TB, Clausen ML.	1.0	21	3125745	2021 Mar	3	2021	01/03/2021	BMC microbiology	BMC Microbiol	BMC Microbiol	100966981	1471-2180	1471-2180	2021	72	<h4>Background</h4>Atopic dermatitis (AD) patients have an altered skin bacterial community, with an abundance of Staphylococcus aureus associated with flares, highlighting that microbial organisms may be important for disease exacerbation. Despite strong evidence of association between bacterial skin colonisation and AD, very limited knowledge regarding the eukaryotic microbial community, including fungi and ectoparasites, in AD exists. In this study, we compared the skin and nasal eukaryotic microbial community between adult AD patients (n = 55) and non-AD healthy controls (n = 45) using targeted 18S rRNA amplicon sequencing. Analysis was based on the presence or absence of eukaryotic microorganisms.<h4>Results</h4>The cutaneous composition of the eukaryotic microbial community and the alpha-diversity differed significantly between AD patients and non-AD individuals, with increased species richness on AD skin. Alpha-diversity and beta-diversity were similar on lesional and non-lesional skin of patients. The ectoparasite Demodex folliculorum and the yeast Geotrichum candidum were significantly more prevalent on the skin of AD patients. The prevalence of D. folliculorum on lesional skin was greater among patients recently treated with topical corticosteroid. Malassezia was one of the most frequently detected genera at all sites, with M. globosa and M. restricta being the most prevalent. M. restricta was under represented in the anterior nares of AD patients as compared to the non-AD control population.<h4>Conclusion</h4>Significant differences in the eukaryotic microbial communities were found between AD patients and non-AD individuals, with the most striking finding being the significantly overrepresentation of D. folliculorum on AD skin. Whether D. folliculorum can contribute to skin inflammation in AD needs further investigation.	Department of Bacteria, Parasites, and Fungi, Statens Serum Institut, Copenhagen, Denmark. smed@ssi.dk.	Denmark. smed@ssi.dk	epublish	eng	Electronic	"Research Support, Non-U.S. Gov't;research-article;Journal Article"	"Fungi;Malassezia;Demodex;Atopic Dermatitis;Microbiome;Mycobiome"	Y	Y	N	Y	N	Y	6	Y	Y	Y	N	Y	cc by	N		05/03/2021	06/03/2021	10/03/2021	29/10/2021	04/03/2021	04/03/2021	https://doi.org/10.1186/s12866-021-02139-9	https://europepmc.org/articles/PMC7934438	https://europepmc.org/articles/PMC7934438?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7934438/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7934438/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/11/ed/PMC7934438.tar.gz
1	PRJEB21789	PRJEB21789	29344612	MED	29344612	PMC5885821	PMC5885821	10.1001/jamadermatol.2017.5440	Association of Disease Severity With Skin Microbiome and Filaggrin Gene Mutations in Adult Atopic Dermatitis.	Clausen ML, Agner T, Lilje B, Edslev SM, Johannesen TB, Andersen PS.	3.0	154	2661923	2018 Mar	3	2018	01/03/2018	JAMA dermatology	JAMA Dermatol	JAMA Dermatol	101589530	2168-6068	2168-6084	2018	293-300	"<h4>Importance</h4>Skin microbiome correlates with disease severity for lesional and nonlesional skin, indicating a global influence of atopic dermatitis (AD). A relation between skin microbiome and filaggrin gene (FLG) mutations proposes a possible association between skin microbiome and host genetics.<h4>Objectives</h4>To assess skin and nasal microbiome diversity and composition in patients with AD and compare with healthy controls, and to investigate the microbiome in relation to disease severity and FLG mutations in patients with AD.<h4>Design, setting, and participants</h4>An observational case-control study of 45 adult healthy controls and 56 adult patients with AD was carried out from January 2015 to June 2015 in a tertiary referral center, Department of Dermatology, Bispebjerg Hospital, Denmark.<h4>Exposures</h4>Bacterial swabs were taken from patients with AD (lesional skin, nonlesional skin, and anterior nares) and from healthy controls (nonlesional skin and anterior nares). Eczema severity was assessed and FLG mutations noted. Bacterial DNA was extracted from swabs, and V3-V4 16S rDNA regions amplified with PCR. Samples were analyzed at Statens Serum Institut September 2015 to September 2016. Bioinformatics analyses of the microbiome were analyzed using R statistical software (version 3.3.1, R Foundation Inc).<h4>Main outcomes and measures</h4>Skin microbiomes were investigated using next-generation sequencing targeting 16S ribosomal RNA.<h4>Results</h4>Microbiome alpha diversity was lower in patients with AD compared with healthy controls in nonlesional skin (effect size, 0.710; 95% CI, 0.27-1.15; P = .002), lesional skin (effect size, 0.728; 95% CI, 0.35-1.33; P = .001), and nose (effect size, 1.111; 95% CI, 0.48-0.94; P < .001). Alpha diversity was inversely correlated with disease severity for lesional (effect size, 0.530; 95% CI, 0.23-1.64; P = .02) and nonlesional skin (effect size, 0.451; 95% CI, 0.04-2.44; P = .04) in patients with AD. Microbiome composition in AD nonlesional skin was linked to FLG mutations.<h4>Conclusions and relevance</h4>An altered microbiome composition in patients with AD in nonlesional skin, lesional skin, as well as nose, suggests a global influence of AD. Microbiome composition in AD nonlesional skin is associated with FLG mutations, proposing a possible association between the skin microbiome and host genetics."	Department of Dermatology, Bispebjerg University Hospital, Copenhagen, Denmark.	Denmark	ppublish	eng	Print	"Research Support, Non-U.S. Gov't;research-article;Journal Article;Observational Study"		N	Y	N	N	N	Y	39	Y	Y	Y	Y	Y		N		19/01/2018	19/01/2018	12/07/2020	04/12/2021		01/03/2018	https://doi.org/10.1001/jamadermatol.2017.5440	https://europepmc.org/articles/PMC5885821	https://jamanetwork.com/journals/jamadermatology/articlepdf/2668143/jamadermatology_clausen_2018_oi_170064.pdf			
0	PRJEB19529	37474649	37474649	MED	37474649	PMC10359320	PMC10359320	10.1038/s41598-023-38710-9	In-depth metataxonomic investigation reveals low richness, high intervariability, and diverse phylotype candidates of archaea in the human urogenital tract.	Kim YB, Whon TW, Kim JY, Kim J, Kim Y, Lee SH, Park SE, Kim EJ, Son HS, Roh SW.	1.0	13	3596494	2023 Jul	7	2023	01/07/2023	Scientific reports	Sci Rep	Sci Rep	101563288	2045-2322	2045-2322	2023	11746	The urogenital microbiota is the potential principal factor in the pathophysiology of urinary tract infection and the protection of urinary tract health. Little is known about the urogenital archaeome although several reports have indicated that the archaeomes of various regions of the human body are associated with health. Accordingly, we aimed to determine the presence and diversity of archaeomes in the human urogenital tract. To explore the urogenital archaeome, voided urine specimens from 373 asymptomatic Korean individuals were used. No difference was observed in body mass index, age, or gender, according to presence of archaea. Analysis of archaeal 16S rRNA gene amplicons of archaea positive samples consisted of simple community structures, including diverse archaea, such as the phyla Methanobacteriota, Thermoproteota, and Halobacteriota. Asymptomatic individuals showed high participant-dependent intervariability in their urogenital archaeomes. The mean relative archaeal abundance was estimated to be 0.89%, and fluorescence in situ hybridisation micrographs provided evidence of archaeal cells in the human urogenital tract. In addition, the urogenital archaeome shared partial taxonomic compositional characteristics with those of the other body sites. In this study, Methanobacteriota, Thermoproteota, and Halobacteriota were suggested as inhabitants of the human urogenital tract, and a distinct human urogenital archaeome was characterised. These findings expand our knowledge of archaea-host associations in the human urogenital tract and may lead to novel insights into the role of archaea in urinary tract health.	Kimchi Functionality Research Group, World Institute of Kimchi, Gwangju, 61755, Republic of Korea.	South Korea	epublish	eng	Electronic	"Research Support, Non-U.S. Gov't;research-article;Journal Article"		Y	Y	N	Y	N	Y	0	Y	Y	Y	N	Y	cc by	Y	bioproject	20/07/2023	22/07/2023	19/08/2023	24/07/2023	20/07/2023	20/07/2023	https://doi.org/10.1038/s41598-023-38710-9	https://europepmc.org/articles/PMC10359320	https://europepmc.org/articles/PMC10359320?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10359320/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10359320/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e9/e8/PMC10359320.tar.gz
1	PRJEB19529	29138298	29138298	MED	29138298	PMC5686531	PMC5686531	10.1128/mbio.00824-17	First Insights into the Diverse Human Archaeome: Specific Detection of Archaea in the Gastrointestinal Tract, Lung, and Nose and on Skin. 	Koskinen K, Pausan MR, Perras AK, Beck M, Bang C, Mora M, Schilhabel A, Schmitz R, Moissl-Eichinger C.	6.0	8	2616778	2017 Nov	11	2017	01/11/2017	mBio	mBio	mBio	101519231	2150-7511	2150-7511	2017	e00824-17	Human-associated archaea remain understudied in the field of microbiome research, although in particular methanogenic archaea were found to be regular commensals of the human gut, where they represent keystone species in metabolic processes. Knowledge on the abundance and diversity of human-associated archaea is extremely limited, and little is known about their function(s), their overall role in human health, or their association with parts of the human body other than the gastrointestinal tract and oral cavity. Currently, methodological issues impede the full assessment of the human archaeome, as bacteria-targeting protocols are unsuitable for characterization of the full spectrum of Archaea The goal of this study was to establish conservative protocols based on specifically archaea-targeting, PCR-based methods to retrieve first insights into the archaeomes of the human gastrointestinal tract, lung, nose, and skin. Detection of Archaea was highly dependent on primer selection and the sequence processing pipeline used. Our results enabled us to retrieve a novel picture of the human archaeome, as we found for the first time Methanobacterium and Woesearchaeota (DPANN superphylum) to be associated with the human gastrointestinal tract and the human lung, respectively. Similar to bacteria, human-associated archaeal communities were found to group biogeographically, forming (i) the thaumarchaeal skin landscape, (ii) the (methano)euryarchaeal gastrointestinal tract, (iii) a mixed skin-gastrointestinal tract landscape for the nose, and (iv) a woesearchaeal lung landscape. On the basis of the protocols we used, we were able to detect unexpectedly high diversity of archaea associated with different body parts.IMPORTANCE In summary, our study highlights the importance of the primers and data processing pipeline used to study the human archaeome. We were able to establish protocols that revealed the presence of previously undetected Archaea in all of the tissue samples investigated and to detect biogeographic patterns of the human archaeome in the gastrointestinal tract and on the skin and for the first time in the respiratory tract, i.e., the nose and lungs. Our results are a solid basis for further investigation of the human archaeome and, in the long term, discovery of the potential role of archaea in human health and disease.	Medical University of Graz, Graz, Austria.	Austria	epublish	eng	Electronic	"IM;Research Support, Non-U.S. Gov't;research-article;Journal Article"		Y	Y	N	Y	N	N	76	Y	Y	Y	N	Y	cc by	Y	bioproject	16/11/2017	16/11/2017	10/07/2020	27/12/2019	14/11/2017	14/11/2017	https://doi.org/10.1128/mBio.00824-17	https://europepmc.org/articles/PMC5686531	https://europepmc.org/articles/PMC5686531?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5686531/fullTextXML		http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/c8/c3/PMC5686531.tar.gz
0	PRJEB27311	PRJEB27311	35243421	MED	35243421	PMC8861818	PMC8861818	10.1016/j.xcrm.2022.100521	Selective targeting of skin pathobionts and inflammation with topically applied lactobacilli.	Lebeer S, Oerlemans EFM, Claes I, Henkens T, Delanghe L, Wuyts S, Spacova I, van den Broek MFL, Tuyaerts I, Wittouck S, De Boeck I, Allonsius CN, Kiekens F, Lambert J.	2.0	3	3313831	2022 Feb	2	2022	01/02/2022	Cell reports. Medicine	Cell Rep Med	Cell Rep Med	101766894	2666-3791	2666-3791	2022	100521	Tailored skin microbiome modulation approaches with probiotics are highly challenging. Here, we show that lactobacilli are underestimated members of the skin microbiota. We select specific strains of nomadic lactobacilli for their functional applicability on the skin and capacity to inhibit growth and inflammation by skin pathobionts. The strains are formulated as microcapsules for topical formulations and tested in patients with mild-to-moderate acne. The selected lactobacilli are able to reduce inflammatory lesions in a pilot and placebo-controlled study. Daily application for 8 weeks is associated with an <i>in vivo</i> temporary modulation of the microbiome, including a reduction in relative abundance of staphylococci and <i>Cutibacterium acnes</i>, and an increase in lactobacilli. The reduction in inflammatory lesions is still apparent 4 weeks after the topical application of the lactobacilli ended, indicating a possible additional immunomodulatory effect. This study shows that carefully selected and formulated lactobacilli are a viable therapeutic option for common acne lesions.	University of Antwerp, Department of Bioscience Engineering, Groenenborgerlaan 171, B-2020 Antwerp, Belgium.	Belgium	epublish	eng	Electronic-eCollection	"Research Support, Non-U.S. Gov't;research-article;Journal Article"		Y	Y	N	Y	N	Y	6	Y	Y	Y	N	Y	cc by	Y	"uniprot;nct"	04/03/2022	04/03/2022	07/03/2022	31/05/2022	15/02/2022	15/02/2022	https://doi.org/10.1016/j.xcrm.2022.100521	https://europepmc.org/articles/PMC8861818	https://europepmc.org/articles/PMC8861818?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8861818/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8861818/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/25/79/PMC8861818.tar.gz
0	PRJEB30316	31776238	31776238	MED	31776238	PMC6881717	PMC6881717	10.1128/msphere.00532-19	Anterior Nares Diversity and Pathobionts Represent Sinus Microbiome in Chronic Rhinosinusitis. 	De Boeck I, Wittouck S, Martens K, Claes J, Jorissen M, Steelant B, van den Broek MFL, Seys SF, Hellings PW, Vanderveken OM, Lebeer S.	6.0	4	2879253	2019 Nov	11	2019	01/11/2019	mSphere	mSphere	mSphere	101674533	2379-5042	2379-5042	2019	e00532-19	It is generally believed that the microbiome plays a role in the pathophysiology of chronic rhinosinusitis (CRS), though its exact contribution to disease development and severity remains unclear. Here, samples were collected from the anterior nares, nasopharynx, and maxillary and ethmoid sinuses of 190 CRS patients and from the anterior nares and nasopharynx of 100 controls. Microbial communities were analyzed by Illumina sequencing of the V4 region of 16S rRNA. The phenotype and patient characteristics were documented, and several serum inflammatory markers were measured. Our data indicate a rather strong continuity for the microbiome in the different upper respiratory tract (URT) niches in CRS patients, with the microbiome in the anterior nares being most similar to the sinus microbiome. Bacterial diversity was reduced in CRS patients without nasal polyps compared to that in the controls but not in CRS patients with nasal polyps. Statistically significant differences in the presence/absence or relative abundance of several taxa were found between the CRS patients and the healthy controls. Of these, Dolosigranulum pigrum was clearly more associated with URT samples from healthy subjects, while the Corynebacterium tuberculostearicum, Haemophilus influenzae/H. aegyptius, and Staphylococcus taxa were found to be potential pathobionts in CRS patients. However, CRS versus health as a predictor explained only 1 to 2% of the variance in the microbiome profiles in an adonis model. A history of functional endoscopic sinus surgery, age, and sex also showed a minor association. This study thus indicates that functional studies on the potential beneficial versus pathogenic activity of the different indicator taxa found here are needed to further understand the pathology of CRS and its different phenotypes. (This study has been registered at ClinicalTrials.gov under identifier NCT02933983.)IMPORTANCE There is a clear need to better understand the pathology and specific microbiome features in chronic rhinosinusitis patients, but little is known about the bacterial topography and continuity between the different niches of the upper respiratory tract. Our work showed that the anterior nares could be an important reservoir for potential sinus pathobionts. This has implications for the diagnosis, prevention, and treatment of CRS. In addition, we found a potential pathogenic role for the Corynebacterium tuberculostearicum, Haemophilus influenzae/H. aegyptius, and Staphylococcus taxa and a potential beneficial role for Dolosigranulum Finally, a decreased microbiome diversity was observed in patients with chronic rhinosinusitis without nasal polyps compared to that in healthy controls but not in chronic rhinosinusitis patients with nasal polyps. This suggests a potential role for the microbiome in disease development or progression of mainly this phenotype.	University of Antwerp, Department of Bioscience Engineering, Antwerp, Belgium.	Belgium	epublish	eng	Electronic	"Comparative Study;IM;Research Support, Non-U.S. Gov't;research-article;Journal Article"		Y	Y	N	Y	N	N	29	Y	Y	Y	N	Y	cc by	Y	"bioproject;nct"	29/11/2019	29/11/2019	11/07/2020	05/06/2020	27/11/2019	27/11/2019	https://doi.org/10.1128/mSphere.00532-19	https://europepmc.org/articles/PMC6881717	https://europepmc.org/articles/PMC6881717?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6881717/fullTextXML		http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/0f/dc/PMC6881717.tar.gz
1	PRJEB30316	34212544	34983115	MED	34983115	PMC8724824	PMC8724824	10.4168/aair.2022.14.1.146	Erratum: <i>Lacticaseibacillus casei</i> AMBR2 Restores Airway Epithelial Integrity in Chronic Rhinosinusitis With Nasal Polyps.	Martens K, De Boeck I, Jokicevic K, Kiekens F, Farré R, Vanderveken OM, Seys SF, Lebeer S, Hellings PW, Steelant B.	1.0	14	3287565	2022 Jan	1	2022	01/01/2022	Allergy, asthma & immunology research	Allergy Asthma Immunol Res	Allergy Asthma Immunol Res	101518382	2092-7355	2092-7363	2022	146	This corrects the article on p. 560 in vol. 13, PMID: 34212544.	KU Leuven, Department of Microbiology, Immunology and Transplantation, Allergy and Clinical Immunology Research Group, Leuven, Belgium.	Belgium	ppublish	eng	Print	"Published Erratum;correction"		Y	Y	N	Y	N	N	0	N	N	Y	N	Y	cc by-nc	N		04/01/2022	05/01/2022	14/01/2022	13/01/2022		01/01/2022	https://doi.org/10.4168/aair.2022.14.1.146	https://europepmc.org/articles/PMC8724824	https://europepmc.org/articles/PMC8724824?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8724824/fullTextXML		http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/8e/c0/PMC8724824.tar.gz
2	PRJEB30316	34212544	34212544	MED	34212544	PMC8255346	PMC8255346	10.4168/aair.2021.13.4.560	<i>Lacticaseibacillus casei</i> AMBR2 Restores Airway Epithelial Integrity in Chronic Rhinosinusitis With Nasal Polyps.	Martens K, De Boeck I, Jokicevic K, Kiekens F, Farré R, Vanderveken OM, Seys SF, Lebeer S, Hellings PW, Steelant B.	4.0	13	3195971	2021 Jul	7	2021	01/07/2021	Allergy, asthma & immunology research	Allergy Asthma Immunol Res	Allergy Asthma Immunol Res	101518382	2092-7355	2092-7363	2021	560-575	<h4>Purpose</h4>A defective epithelial barrier has been demonstrated in chronic rhinosinusitis with nasal polyps (CRSwNP). Lactobacilli are shown to restore epithelial barrier defects in gastrointestinal disorders, but their effect on the airway epithelial barrier is unknown. In this study, hence, we evaluated whether the nasopharyngeal isolates <i>Lacticaseibacillus casei</i> AMBR2 and <i>Latilactobacillus sakei</i> AMBR8 could restore nasal epithelial barrier integrity in CRSwNP.<h4>Methods</h4><i>Ex vivo</i> trans-epithelial tissue resistance and fluorescein isothiocyanate-dextran 4 kDa (FD4) permeability of nasal mucosal explants were measured. The relative abundance of lactobacilli in the maxillary sinus of CRSwNP patients was analyzed by amplicon sequencing of the V4 region of the 16S rRNA gene. The effect of spray-dried <i>L. casei</i> AMBR2 and <i>L. sakei</i> AMBR8 on epithelial integrity was investigated <i>in vitro</i> in primary nasal epithelial cells (pNECs) from healthy controls and patients with CRSwNP as well as <i>in vivo</i> in a murine model of interleukin (IL)-4 induced barrier dysfunction. The activation of Toll-like receptor 2 (TLR2) was explored <i>in vitro</i> by using polyclonal antibodies.<h4>Results</h4>Patients with CRSwNP had a defective epithelial barrier which positively correlated with the relative abundance of lactobacilli-specific amplicons in the maxillary sinus. <i>L. casei</i> AMBR2, but not <i>L. sakei</i> AMBR8, increased the trans-epithelial electrical resistance (TEER) of pNECs from CRSwNP patients in a time-dependent manner. Treatment of epithelial cells with <i>L. casei</i> AMBR2 promoted the tight junction proteins occludin and zonula occludens-1 reorganization. Furthermore, <i>L. casei</i> AMBR2 prevented IL-4-induced nasal permeability <i>in vivo</i> and <i>in vitro</i>. Finally, the beneficial effect of <i>L. casei</i> AMBR2 on nasal epithelial cells <i>in vitro</i> was TLR2-dependent as blocking TLR2 receptors prevented the increase in TEER.<h4>Conclusions</h4>A defective epithelial barrier in CRSwNP may be associated with a decrease in relative abundance of lactobacilli-specific amplicons. <i>L. casei</i> AMBR2 would restore nasal epithelial integrity and can be a novel therapeutic strategy for CRSwNP.	KU Leuven, Department of Microbiology, Immunology and Transplantation, Allergy and Clinical Immunology Research Group, Leuven, Belgium.	Belgium	ppublish	eng	Print	"research-article;Journal Article"	"Epithelium;Sinusitis;Nasal polyps;Lactobacillus casei;Tight junctions;Lactobacillus Sakei;Toll Like Receptor 2;Permeabilty"	Y	Y	N	Y	N	Y	5	Y	Y	Y	N	Y	cc by-nc	Y	bioproject	02/07/2021	03/07/2021	09/07/2021	04/01/2022		01/07/2021	https://doi.org/10.4168/aair.2021.13.4.560	https://europepmc.org/articles/PMC8255346	https://europepmc.org/articles/PMC8255346?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8255346/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8255346/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a3/39/PMC8255346.tar.gz
3	PRJEB30316	34485860	34485860	MED	34485860	PMC8403741	PMC8403741	10.1016/j.isci.2021.102978	The nasal mutualist <i>Dolosigranulum pigrum</i> AMBR11 supports homeostasis via multiple mechanisms.	De Boeck I, Wittouck S, Martens K, Spacova I, Cauwenberghs E, Allonsius CN, Jörissen J, Wuyts S, Van Beeck W, Dillen J, Bron PA, Steelant B, Hellings PW, Vanderveken OM, Lebeer S.	9.0	24	3220100	2021 Sep	9	2021	01/09/2021	iScience	iScience	iScience	101724038	2589-0042	2589-0042	2021	102978	Comparing the nasal microbiome of healthy individuals and chronic rhinosinusitis (CRS) patients revealed <i>Dolosigranulum pigrum</i> as a species clearly associated with nasal health, although isolates obtained from healthy individuals are scarce. In this study, we explored the properties of this understudied lactic acid bacterium by integrating comparative genomics, habitat mining, cultivation, and functional characterization of interaction capacities. Mining 10.000 samples from the Earth Microbiome Project of 17 habitat types revealed that <i>Dolosigranulum</i> is mainly associated with the human nasal cavity. <i>D. pigrum</i> AMBR11 isolated from the nose of a healthy individual exerted antimicrobial activity against <i>Staphylococcus aureus</i>, decreased proinflammatory cytokine production in airway epithelial cells, and <i>Galleria mellonella</i> larvae mortality induced by this important nasal pathobiont. Furthermore, the strain protected the nasal barrier function in a mouse model using interleukin-4 as disruptive cytokine. Hence, <i>D. pigrum</i> AMBR11 is a mutualist with high potential as topical live biotherapeutic product.	Department of Bioscience Engineering, University of Antwerp, Groenenborgerlaan 171, 2020 Antwerp, Belgium.	Belgium	epublish	eng	Electronic-eCollection	"research-article;Journal Article"	"Microbiology;immunology;Microbiome"	Y	Y	N	Y	N	Y	3	Y	Y	Y	N	Y	cc by-nc-nd	Y	"bioproject;gen;refseq;nct"	06/09/2021	07/09/2021	04/09/2021	20/09/2023	13/08/2021	13/08/2021	https://doi.org/10.1016/j.isci.2021.102978	https://europepmc.org/articles/PMC8403741	https://europepmc.org/articles/PMC8403741?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8403741/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8403741/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/d8/2b/PMC8403741.tar.gz
