	run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
67	SRR16946940	SRP346114	SAMN23151474	SRS11072104	SRX13138915	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-128		SINGLE	AMPLICON	GENOMIC	PCR	80757	18904982	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-128	ITS-HP6.extendedFrags.fastq	2883853	f59f8b9116879ad6dbf7d965277a69e3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/040/SRR16946940/SRR16946940.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/040/SRR16946940/SRR16946940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/040/SRR16946940/SRR16946940.fastq.gz							5653252	68f8acfd4f4d158c3217bc8c9f2c255a	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/040/SRR16946940	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/040/SRR16946940	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/040/SRR16946940	funHP6		funHP6		2021-12-23
68	SRR16946944	SRP346114	SAMN23151470	SRS11072100	SRX13138911	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-124		SINGLE	AMPLICON	GENOMIC	PCR	90772	24135204	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-124	ITS-HP2.extendedFrags.fastq	4413219	3030a5dfaaebf6519d7601b71d3a9783	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/044/SRR16946944/SRR16946944.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/044/SRR16946944/SRR16946944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/044/SRR16946944/SRR16946944.fastq.gz							7789543	de283005e8db3ecca432ed03c1dbbd9b	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/044/SRR16946944	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/044/SRR16946944	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/044/SRR16946944	funHP2		funHP2		2021-12-23
69	SRR16947032	SRP346114	SAMN23151424	SRS11072014	SRX13138825	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-78		SINGLE	AMPLICON	GENOMIC	PCR	102522	43347679	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-78	P27.extendedFrags.fastq	8054315	311a3f8854997a05d07bc70c0ca1af39	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/032/SRR16947032/SRR16947032.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/032/SRR16947032/SRR16947032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/032/SRR16947032/SRR16947032.fastq.gz							14885495	c3298ac71ace35fdf81d3141eff98cd0	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/032/SRR16947032	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/032/SRR16947032	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/032/SRR16947032	bacP27		bacP27		2021-12-23
70	SRR16946945	SRP346114	SAMN23151469	SRS11072099	SRX13138910	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-123		SINGLE	AMPLICON	GENOMIC	PCR	92939	27287651	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-123	ITS-HP1.extendedFrags.fastq	3641562	111aac383e62eca7a023246ac65d0d5d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/045/SRR16946945/SRR16946945.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/045/SRR16946945/SRR16946945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/045/SRR16946945/SRR16946945.fastq.gz							8183563	4c14731b07a44ac013999481ca7e4e14	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/045/SRR16946945	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/045/SRR16946945	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/045/SRR16946945	funHP1		funHP1		2021-12-23
71	SRR16947034	SRP346114	SAMN23151447	SRS11072010	SRX13138822	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-101		SINGLE	AMPLICON	GENOMIC	PCR	87568	25694913	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-101	ITS-H12.extendedFrags.fastq	3905176	983fa1aabb5f8835678e07a34c6a3a01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/034/SRR16947034/SRR16947034.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/034/SRR16947034/SRR16947034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/034/SRR16947034/SRR16947034.fastq.gz							8372185	7f43a64c6cd4ffd5dfe9dce356f2fb99	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/034/SRR16947034	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/034/SRR16947034	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/034/SRR16947034	funH12		funH12		2021-12-23
72	SRR16946950	SRP346114	SAMN23151465	SRS11072094	SRX13138905	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-119		SINGLE	AMPLICON	GENOMIC	PCR	71765	18038316	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-119	ITS-H35.extendedFrags.fastq	4259776	652b5f277e7092b73d8d55d95411dce4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/050/SRR16946950/SRR16946950.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/050/SRR16946950/SRR16946950.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/050/SRR16946950/SRR16946950.fastq.gz							6131375	dc331a365eba6f287559136a2dd85b6e	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/050/SRR16946950	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/050/SRR16946950	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/050/SRR16946950	funH35		funH35		2021-12-23
73	SRR16946952	SRP346114	SAMN23151463	SRS11072092	SRX13138903	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-117		SINGLE	AMPLICON	GENOMIC	PCR	74694	19401435	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-117	ITS-H33.extendedFrags.fastq	4465623	d940fb0b6ed48a0ccebae286d041f641	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/052/SRR16946952/SRR16946952.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/052/SRR16946952/SRR16946952.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/052/SRR16946952/SRR16946952.fastq.gz							6489001	e1c82e11bf1111fb3390a6be9e05e111	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/052/SRR16946952	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/052/SRR16946952	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/052/SRR16946952	funH33		funH33		2021-12-23
74	SRR16946954	SRP346114	SAMN23151461	SRS11072090	SRX13138901	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-115		SINGLE	AMPLICON	GENOMIC	PCR	98615	24483262	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-115	ITS-H31.extendedFrags.fastq	3229918	eb6d8b748171b59edc1895dda8c04397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/054/SRR16946954/SRR16946954.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/054/SRR16946954/SRR16946954.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/054/SRR16946954/SRR16946954.fastq.gz							7145664	8dc00ec159c99a15f3f5a29581a00f3e	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/054/SRR16946954	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/054/SRR16946954	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/054/SRR16946954	funH31		funH31		2021-12-23
75	SRR16946960	SRP346114	SAMN23151456	SRS11072084	SRX13138895	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-110		SINGLE	AMPLICON	GENOMIC	PCR	81794	19537030	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-110	ITS-H23.extendedFrags.fastq	3471097	1b5a481d6b6be7c07d7e7bf80a68a5b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/060/SRR16946960/SRR16946960.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/060/SRR16946960/SRR16946960.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/060/SRR16946960/SRR16946960.fastq.gz							6159896	255e068d3481b3b725b260569eb18823	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/060/SRR16946960	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/060/SRR16946960	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/060/SRR16946960	funH23		funH23		2021-12-23
76	SRR16946962	SRP346114	SAMN23151454	SRS11072082	SRX13138893	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-108		SINGLE	AMPLICON	GENOMIC	PCR	78862	20818034	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-108	ITS-H19.extendedFrags.fastq	3275052	5d22e41b5ca7ed95689caa52e50cc72c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/062/SRR16946962/SRR16946962.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/062/SRR16946962/SRR16946962.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/062/SRR16946962/SRR16946962.fastq.gz							6511506	421cd66b2a6ed9b8e8a60c19aafd8852	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/062/SRR16946962	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/062/SRR16946962	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/062/SRR16946962	funH19		funH19		2021-12-23
77	SRR16946963	SRP346114	SAMN23151453	SRS11072081	SRX13138892	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-107		SINGLE	AMPLICON	GENOMIC	PCR	77555	21629920	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-107	ITS-H18.extendedFrags.fastq	4108631	f3882a76ac3c4ccf424d8b4472008bed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/063/SRR16946963/SRR16946963.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/063/SRR16946963/SRR16946963.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/063/SRR16946963/SRR16946963.fastq.gz							7321411	3fad720580c69d1410f8bdf1e6e4fd2a	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/063/SRR16946963	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/063/SRR16946963	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/063/SRR16946963	funH18		funH18		2021-12-23
78	SRR16947039	SRP346114	SAMN23151512	SRS11072005	SRX13138816	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-166		SINGLE	AMPLICON	GENOMIC	PCR	78512	19624479	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-166	ITS-P27.extendedFrags.fastq	2584645	da6e9b9db8e606a3623c2841fe1d1c89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/039/SRR16947039/SRR16947039.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/039/SRR16947039/SRR16947039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/039/SRR16947039/SRR16947039.fastq.gz							5693971	8a4125178fe34a4688019146ac9e83a8	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/039/SRR16947039	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/039/SRR16947039	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/039/SRR16947039	funP27		funP27		2021-12-23
79	SRR16946964	SRP346114	SAMN23151452	SRS11072080	SRX13138891	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-106		SINGLE	AMPLICON	GENOMIC	PCR	68908	15760781	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-106	ITS-H17.extendedFrags.fastq	2472135	32ee0f542e3dc8e276cd357627f32b61	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/064/SRR16946964/SRR16946964.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/064/SRR16946964/SRR16946964.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/064/SRR16946964/SRR16946964.fastq.gz							4811300	47242506511cf43596587e511e544fdb	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/064/SRR16946964	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/064/SRR16946964	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/064/SRR16946964	funH17		funH17		2021-12-23
80	SRR16946967	SRP346114	SAMN23151449	SRS11072077	SRX13138888	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-103		SINGLE	AMPLICON	GENOMIC	PCR	64397	16760096	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-103	ITS-H14.extendedFrags.fastq	2921232	6eaa41dc8c1173d541576847c439f823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/067/SRR16946967/SRR16946967.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/067/SRR16946967/SRR16946967.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/067/SRR16946967/SRR16946967.fastq.gz							5467981	8b349766189f705fc0f0533bb27559d4	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/067/SRR16946967	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/067/SRR16946967	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/067/SRR16946967	funH14		funH14		2021-12-23
81	SRR16947040	SRP346114	SAMN23151511	SRS11072004	SRX13138815	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-165		SINGLE	AMPLICON	GENOMIC	PCR	73059	17938161	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-165	ITS-P26.extendedFrags.fastq	3508519	9478f631b1cd0bd2615c7253555183bb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/040/SRR16947040/SRR16947040.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/040/SRR16947040/SRR16947040.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/040/SRR16947040/SRR16947040.fastq.gz							5756717	1d4559d8d6699600576871bdbf7888f8	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/040/SRR16947040	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/040/SRR16947040	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/040/SRR16947040	funP26		funP26		2021-12-23
82	SRR16946969	SRP346114	SAMN23151448	SRS11072012	SRX13138823	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-102		SINGLE	AMPLICON	GENOMIC	PCR	80514	18946397	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-102	ITS-H13.extendedFrags.fastq	3154004	f9e93627a5523a61e2720904df761377	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/069/SRR16946969/SRR16946969.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/069/SRR16946969/SRR16946969.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/069/SRR16946969/SRR16946969.fastq.gz							6109302	661a4a77df7f95ea31c0491bdba8a8bc	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/069/SRR16946969	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/069/SRR16946969	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/069/SRR16946969	funH13		funH13		2021-12-23
83	SRR16947043	SRP346114	SAMN23151508	SRS11072001	SRX13138812	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-162		SINGLE	AMPLICON	GENOMIC	PCR	93679	20945435	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-162	ITS-P22.extendedFrags.fastq	3365171	1fcc914653e06798de0bd8de1a8dceb6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/043/SRR16947043/SRR16947043.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/043/SRR16947043/SRR16947043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/043/SRR16947043/SRR16947043.fastq.gz							6139807	0d0701b54382209febcb2dfc6082f65f	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/043/SRR16947043	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/043/SRR16947043	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/043/SRR16947043	funP22		funP22		2021-12-23
84	SRR16946972	SRP346114	SAMN23151384	SRS11072073	SRX13138884	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-38		SINGLE	AMPLICON	GENOMIC	PCR	82418	34681572	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-38	HP6.extendedFrags.fastq	6708232	3d14b32a453ab56792d581932cdcd985	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/072/SRR16946972/SRR16946972.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/072/SRR16946972/SRR16946972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/072/SRR16946972/SRR16946972.fastq.gz							11257268	a708f09f3685ba7c3d5de7d719d38c0b	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/072/SRR16946972	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/072/SRR16946972	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/072/SRR16946972	bacHP6		bacHP6		2021-12-23
85	SRR16947044	SRP346114	SAMN23151507	SRS11072000	SRX13138811	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-161		SINGLE	AMPLICON	GENOMIC	PCR	68899	16798171	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-161	ITS-P20.extendedFrags.fastq	3706950	1b6b35efab97e5e8e2fa0d3dd2c9e452	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/044/SRR16947044/SRR16947044.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/044/SRR16947044/SRR16947044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/044/SRR16947044/SRR16947044.fastq.gz							5585442	8124c43707ac73d8c47b757be93a21eb	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/044/SRR16947044	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/044/SRR16947044	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/044/SRR16947044	funP20		funP20		2021-12-23
86	SRR16946973	SRP346114	SAMN23151383	SRS11072072	SRX13138883	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-37		SINGLE	AMPLICON	GENOMIC	PCR	82689	34661464	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-37	HP5.extendedFrags.fastq	7095408	23fed698ffa51957c725ef9167243b8d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/073/SRR16946973/SRR16946973.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/073/SRR16946973/SRR16946973.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/073/SRR16946973/SRR16946973.fastq.gz							11559952	bc7a2f2d4a84df5410015639bee2a89c	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/073/SRR16946973	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/073/SRR16946973	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/073/SRR16946973	bacHP5		bacHP5		2021-12-23
87	SRR16946977	SRP346114	SAMN23151379	SRS11072068	SRX13138879	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-33		SINGLE	AMPLICON	GENOMIC	PCR	85757	36133480	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-33	HP1.extendedFrags.fastq	5930688	b5e258f3fd2dfdf3fc9149d75ad440d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/077/SRR16946977/SRR16946977.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/077/SRR16946977/SRR16946977.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/077/SRR16946977/SRR16946977.fastq.gz							12263885	1f9a43496fa3d08c8a3b7f4ad4884635	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/077/SRR16946977	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/077/SRR16946977	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/077/SRR16946977	bacHP1		bacHP1		2021-12-23
88	SRR16946979	SRP346114	SAMN23151377	SRS11072067	SRX13138877	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-31		SINGLE	AMPLICON	GENOMIC	PCR	111282	46573509	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-31	H37.extendedFrags.fastq	7536302	91db78c331bf8d80358ccb7a9bf9fba2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/079/SRR16946979/SRR16946979.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/079/SRR16946979/SRR16946979.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/079/SRR16946979/SRR16946979.fastq.gz							15785166	5720bda1f6cdc5f3988eab5912d0ab63	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/079/SRR16946979	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/079/SRR16946979	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/079/SRR16946979	bacH37		bacH37		2021-12-23
89	SRR16946980	SRP346114	SAMN23151350	SRS11072065	SRX13138876	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-4		SINGLE	AMPLICON	GENOMIC	PCR	80069	33267445	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-4	H6.extendedFrags.fastq	5063017	973cd65f640ebf7e74aeb0bec1e8b123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/080/SRR16946980/SRR16946980.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/080/SRR16946980/SRR16946980.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/080/SRR16946980/SRR16946980.fastq.gz							11159318	35b4c57a1705cab1ab8ebfb02c2a90b2	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/080/SRR16946980	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/080/SRR16946980	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/080/SRR16946980	bacH6		bacH6		2021-12-23
90	SRR16947045	SRP346114	SAMN23151363	SRS11071999	SRX13138810	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-17		SINGLE	AMPLICON	GENOMIC	PCR	91274	37632118	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-17	H21.extendedFrags.fastq	5529683	5a276318c0209fe19012149148bdd196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/045/SRR16947045/SRR16947045.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/045/SRR16947045/SRR16947045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/045/SRR16947045/SRR16947045.fastq.gz							12469147	2d235f130baa3d91265276c28662d097	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/045/SRR16947045	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/045/SRR16947045	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/045/SRR16947045	bacH21		bacH21		2021-12-23
