center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	host-associated environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337332	SAMEA7578994	wyj46	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337332&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337332&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	61870	26416819	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337333	SAMEA7578995	wyj47	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337333&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337333&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	19725	8409738	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337334	SAMEA7578996	wyj48	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337334&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337334&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	24483	10432584	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337335	SAMEA7578997	wyj49	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337335&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337335&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	15101	6435750	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337336	SAMEA7578998	wyj50	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337336&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337336&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	210048	89220218	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337337	SAMEA7578999	wyj51	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337337&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337337&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	77400	32907907	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337338	SAMEA7579000	wyj52	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337338&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337338&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	11400	4855086	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337339	SAMEA7579001	wyj53	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337339&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337339&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	77863	33182775	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337340	SAMEA7579002	wyj54	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337340&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337340&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	41083	17519898	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337341	SAMEA7579003	wyj55	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337341&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337341&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	126202	53714916	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337342	SAMEA7579004	wyj56	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337342&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337342&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	135302	57337767	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337343	SAMEA7579005	wyj57	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337343&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337343&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	60663	25787926	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337344	SAMEA7579006	wyj58	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337344&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337344&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	127251	54036675	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337345	SAMEA7579007	wyj59	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337345&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337345&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	24939	10617246	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337346	SAMEA7579008	wyj60	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337346&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337346&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	11421	4856981	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337347	SAMEA7579009	wyj61	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337347&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337347&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	22484	9550170	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337348	SAMEA7579010	wyj62	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337348&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337348&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	17749	7549402	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337349	SAMEA7579011	wyj63	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337349&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337349&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	36124	15371668	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337350	SAMEA7579012	wyj64	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337350&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337350&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	228580	97408848	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337351	SAMEA7579013	wyj65	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337351&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337351&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	81053	34472033	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337352	SAMEA7579014	wyj66	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337352&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337352&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	277718	118207787	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337353	SAMEA7579015	wyj67	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337353&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337353&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	70492	29964158	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337354	SAMEA7579016	wyj68	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337354&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337354&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	121802	51875507	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337355	SAMEA7579017	wyj69	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337355&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337355&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	110602	47071350	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337356	SAMEA7579018	wyj70	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337356&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337356&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	167227	71213033	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337357	SAMEA7579019	wyj71	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337357&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337357&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	43590	18525239	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337358	SAMEA7579020	wyj72	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337358&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337358&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	62305	26541680	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337359	SAMEA7579021	wyj73	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337359&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337359&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	135866	57885209	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337360	SAMEA7579022	wyj74	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337360&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337360&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	118145	50388095	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337361	SAMEA7579023	wyj75	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337361&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337361&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	60338	25745662	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337362	SAMEA7579024	wyj76	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337362&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337362&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	31917	13604003	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337363	SAMEA7579025	wyj77	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337363&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337363&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	11663	4957063	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337364	SAMEA7579026	wyj78	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337364&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337364&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	38118	16233907	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337365	SAMEA7579027	wyj79	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337365&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337365&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	27755	11815456	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337366	SAMEA7579028	wyj80	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337366&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337366&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	32891	13982516	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337367	SAMEA7579029	wyj81	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337367&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337367&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	25944	10993738	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337368	SAMEA7579030	wyj82	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337368&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337368&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	114287	48627800	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337369	SAMEA7579031	wyj83	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337369&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337369&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	93490	39781792	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337370	SAMEA7579032	wyj84	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337370&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337370&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	86370	36621385	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337371	SAMEA7579033	wyj85	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337371&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337371&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	77262	32863359	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337372	SAMEA7579034	wyj86	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337372&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337372&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	57533	24394053	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337373	SAMEA7579035	wyj87	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337373&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337373&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	19121	8130594	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337374	SAMEA7579036	wyj88	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337374&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337374&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	54407	23122945	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337375	SAMEA7579037	wyj89	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337375&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337375&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	5674	2411397	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337376	SAMEA7579038	wyj90	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337376&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337376&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	26279	11183697	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337377	SAMEA7579039	wyj91	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337377&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337377&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	8115	3450755	2022-01-30	2022-01-30
