	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
63	PRJEB1799	ERP002478	SAMEA1880003	ERS236559	ERX236450	ERR261932	ERA207702	408170	human gut metagenome	ILLUMINA	unspecified	373.Stool:518		SINGLE	AMPLICON	METAGENOMIC	PCR	5083	644701	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321914:518	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321914:518	seqs_373.Stool.374884.fastq.gz_run	366915	915b75d5fcde08671fb4e85a065cc55c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261932/ERR261932.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261932/ERR261932.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261932/ERR261932.fastq.gz	397421.0	494ebe258ba4a80edbe803a59bf1ba91	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261932/seqs_373.Stool.374884.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261932/seqs_373.Stool.374884.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261932/seqs_373.Stool.374884.fastq.gz	FASTQ	508699.0	84fdf61cd74f2dda741c1cf8fe1aed6c	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261932	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261932	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261932				qiime_study_797:373.Stool		373.Stool		2013-04-16
64	PRJEB1799	ERP002478	SAMEA1880844	ERS236560	ERX236451	ERR261933	ERA207702	410656	organismal metagenomes	ILLUMINA	unspecified	18.CB.FrontLeftPaw:271		SINGLE	AMPLICON	METAGENOMIC	PCR	3439	439951	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321915:271	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321915:271	seqs_18.CB.FrontLeftPaw.374527.fastq.gz_run	351262	22fb43cbd951feff176f38afd23a8125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261933/ERR261933.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261933/ERR261933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261933/ERR261933.fastq.gz	380300.0	835486884969d167a061c83be04262a4	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261933/seqs_18.CB.FrontLeftPaw.374527.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261933/seqs_18.CB.FrontLeftPaw.374527.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261933/seqs_18.CB.FrontLeftPaw.374527.fastq.gz	FASTQ	427913.0	d5d184182f2fe29a69decdcd4ccadf4d	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261933	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261933	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261933				qiime_study_797:18.CB.FrontLeftPaw		18.CB.FrontLeftPaw		2013-04-16
65	PRJEB1799	ERP002478	SAMEA1880811	ERS236561	ERX236452	ERR261934	ERA207702	410656	organismal metagenomes	ILLUMINA	unspecified	06.CB.BackLeftPaw:68		SINGLE	AMPLICON	METAGENOMIC	PCR	7945	1016877	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321916:68	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321916:68	seqs_06.CB.BackLeftPaw.374530.fastq.gz_run	736460	a3874ddcc9b832ae74c7f65107c28187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261934/ERR261934.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261934/ERR261934.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261934/ERR261934.fastq.gz	793511.0	716cbb06e820ca4c1c89d7725ab154e9	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261934/seqs_06.CB.BackLeftPaw.374530.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261934/seqs_06.CB.BackLeftPaw.374530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261934/seqs_06.CB.BackLeftPaw.374530.fastq.gz	FASTQ	882681.0	5c32ac5c3d72c265c485415f46d7256b	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261934	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261934	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261934				qiime_study_797:06.CB.BackLeftPaw		06.CB.BackLeftPaw		2013-04-16
66	PRJEB1799	ERP002478	SAMEA1880623	ERS236562	ERX236453	ERR261935	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	29.HB.Forehead:423		SINGLE	AMPLICON	METAGENOMIC	PCR	26230	3293114	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321917:423	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321917:423	seqs_29.HB.Forehead.374820.fastq.gz_run	2005948	d6616a2f679f8738140cf51d58b08b33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261935/ERR261935.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261935/ERR261935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261935/ERR261935.fastq.gz	2157542.0	63616cdc2e792e029fa3d5d23d144cd7	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261935/seqs_29.HB.Forehead.374820.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261935/seqs_29.HB.Forehead.374820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261935/seqs_29.HB.Forehead.374820.fastq.gz	FASTQ	2608497.0	cae43c2a14f10c08c703177a26c52562	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261935	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261935	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261935				qiime_study_797:29.HB.Forehead		29.HB.Forehead		2013-04-16
67	PRJEB1799	ERP002478	SAMEA1880577	ERS236563	ERX236454	ERR261936	ERA207702	410656	organismal metagenomes	ILLUMINA	unspecified	06.CA.BackLeftPaw:62		SINGLE	AMPLICON	METAGENOMIC	PCR	7783	989687	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321918:62	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321918:62	seqs_06.CA.BackLeftPaw.374965.fastq.gz_run	681483	af9498a5a42416b2a72a9b3ef4ad26c7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261936/ERR261936.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261936/ERR261936.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261936/ERR261936.fastq.gz	733857.0	f8e515fc8f51f42363f88cfe8a14ea79	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261936/seqs_06.CA.BackLeftPaw.374965.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261936/seqs_06.CA.BackLeftPaw.374965.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261936/seqs_06.CA.BackLeftPaw.374965.fastq.gz	FASTQ	854819.0	7e41385c7f2da41bde525dcbb9e4035c	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261936	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261936	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261936				qiime_study_797:06.CA.BackLeftPaw		06.CA.BackLeftPaw		2013-04-16
68	PRJEB1799	ERP002478	SAMEA1880705	ERS236564	ERX236455	ERR261937	ERA207702	410656	organismal metagenomes	ILLUMINA	unspecified	06.CA.FrontLeftPaw:65		SINGLE	AMPLICON	METAGENOMIC	PCR	12281	1556613	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321919:65	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321919:65	seqs_06.CA.FrontLeftPaw.374673.fastq.gz_run	1059891	b6840c3efc6895a36ca7569284dabc3f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261937/ERR261937.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261937/ERR261937.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261937/ERR261937.fastq.gz	1140948.0	5001ec8ee46b151ed94c3e0b9483f0ed	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261937/seqs_06.CA.FrontLeftPaw.374673.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261937/seqs_06.CA.FrontLeftPaw.374673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261937/seqs_06.CA.FrontLeftPaw.374673.fastq.gz	FASTQ	1328132.0	24414eef4d589eeed3ef6524f90d3494	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261937	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261937	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261937				qiime_study_797:06.CA.FrontLeftPaw		06.CA.FrontLeftPaw		2013-04-16
69	PRJEB1799	ERP002478	SAMEA1880683	ERS236565	ERX236456	ERR261938	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	03.HB.RightPalm:34		SINGLE	AMPLICON	METAGENOMIC	PCR	17155	2229393	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321920:34	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321920:34	seqs_03.HB.RightPalm.374437.fastq.gz_run	1293764	a1dab286469a03e0e2ed65b0d34637b5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261938/ERR261938.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261938/ERR261938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261938/ERR261938.fastq.gz	1396328.0	32a2fefcaf8c1c52530fe30e54f3aa6d	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261938/seqs_03.HB.RightPalm.374437.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261938/seqs_03.HB.RightPalm.374437.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261938/seqs_03.HB.RightPalm.374437.fastq.gz	FASTQ	1777541.0	658396b2fdb23f9fbd6c3493eeb130f0	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261938	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261938	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261938				qiime_study_797:03.HB.RightPalm		03.HB.RightPalm		2013-04-16
70	PRJEB1799	ERP002478	SAMEA1880643	ERS236566	ERX236457	ERR261939	ERA207702	408170	human gut metagenome	ILLUMINA	unspecified	43.HC.Stool:613		SINGLE	AMPLICON	METAGENOMIC	PCR	8084	1022325	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321921:613	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321921:613	seqs_43.HC.Stool.375098.fastq.gz_run	575292	f934ace5876d2ceda153a14b626a03e6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261939/ERR261939.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261939/ERR261939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261939/ERR261939.fastq.gz	621166.0	d3b7fc40905dfdcef22443a7be19ffe0	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261939/seqs_43.HC.Stool.375098.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261939/seqs_43.HC.Stool.375098.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261939/seqs_43.HC.Stool.375098.fastq.gz	FASTQ	804343.0	fbd66c5e1e2cc98713a198de8510c932	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261939	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261939	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261939				qiime_study_797:43.HC.Stool		43.HC.Stool		2013-04-16
71	PRJEB1799	ERP002478	SAMEA1881039	ERS236567	ERX236458	ERR261940	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	1239.RightPalm:178		SINGLE	AMPLICON	METAGENOMIC	PCR	189	23785	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321922:178	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321922:178	seqs_1239.RightPalm.374643.fastq.gz_run	15695	57365126fdc333d83dd41464a2400029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261940/ERR261940.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261940/ERR261940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261940/ERR261940.fastq.gz	17408.0	b39601d837bdb5da09343953f38dff09	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261940/seqs_1239.RightPalm.374643.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261940/seqs_1239.RightPalm.374643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261940/seqs_1239.RightPalm.374643.fastq.gz	FASTQ	52459.0	cd1176d6d973ac3a905617d3a41932a3	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261940	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261940	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261940				qiime_study_797:1239.RightPalm		1239.RightPalm		2013-04-16
72	PRJEB1799	ERP002478	SAMEA1881049	ERS236568	ERX236459	ERR261941	ERA207702	408170	human gut metagenome	ILLUMINA	unspecified	61.HD.Stool:912		SINGLE	AMPLICON	METAGENOMIC	PCR	43501	5479843	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321923:912	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321923:912	seqs_61.HD.Stool.375127.fastq.gz_run	3041119	651ae12a2df0126105ac75b3fc257e8c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261941/ERR261941.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261941/ERR261941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261941/ERR261941.fastq.gz	3248447.0	c0463a40d6707e5e809ddb9e2c665b52	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261941/seqs_61.HD.Stool.375127.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261941/seqs_61.HD.Stool.375127.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261941/seqs_61.HD.Stool.375127.fastq.gz	FASTQ	4110985.0	3d0449e010d49db7561b7b3eec3008b1	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261941	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261941	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261941				qiime_study_797:61.HD.Stool		61.HD.Stool		2013-04-16
73	PRJEB1799	ERP002478	SAMEA1881087	ERS236569	ERX236460	ERR261942	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	61.HB.Forehead:899		SINGLE	AMPLICON	METAGENOMIC	PCR	113828	14417718	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321924:899	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321924:899	seqs_61.HB.Forehead.374722.fastq.gz_run	7953130	4a57e0f8f4d4f35667519170ce5793d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261942/ERR261942.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261942/ERR261942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261942/ERR261942.fastq.gz	8541265.0	46e84263d447dbe6e872d9684b6309f7	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261942/seqs_61.HB.Forehead.374722.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261942/seqs_61.HB.Forehead.374722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261942/seqs_61.HB.Forehead.374722.fastq.gz	FASTQ	11041247.0	38316519270ec8764c613df1b29fcefd	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261942	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261942	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261942				qiime_study_797:61.HB.Forehead		61.HB.Forehead		2013-04-16
74	PRJEB1799	ERP002478	SAMEA1880182	ERS236570	ERX236461	ERR261943	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	41.HB.LeftPalm:561		SINGLE	AMPLICON	METAGENOMIC	PCR	9336	1205800	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321925:561	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321925:561	seqs_41.HB.LeftPalm.374356.fastq.gz_run	754991	126cbea5c5c893864171ad17be2a7dc1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261943/ERR261943.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261943/ERR261943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261943/ERR261943.fastq.gz	811755.0	2b24721f3fb3012d1188c59087fd66a2	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261943/seqs_41.HB.LeftPalm.374356.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261943/seqs_41.HB.LeftPalm.374356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261943/seqs_41.HB.LeftPalm.374356.fastq.gz	FASTQ	972264.0	a8f9fac5e2c274e4fa70680e1a652008	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261943	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261943	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261943				qiime_study_797:41.HB.LeftPalm		41.HB.LeftPalm		2013-04-16
75	PRJEB1799	ERP002478	SAMEA1880215	ERS236571	ERX236462	ERR261944	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	55.HC.LeftPalm:828		SINGLE	AMPLICON	METAGENOMIC	PCR	8365	1074436	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321926:828	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321926:828	seqs_55.HC.LeftPalm.375270.fastq.gz_run	619160	bd0e26758776d73c706bdc1a1a5d2154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261944/ERR261944.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261944/ERR261944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261944/ERR261944.fastq.gz	666510.0	6af7fe4af0881cc19a427e65b245fe8e	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261944/seqs_55.HC.LeftPalm.375270.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261944/seqs_55.HC.LeftPalm.375270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261944/seqs_55.HC.LeftPalm.375270.fastq.gz	FASTQ	843057.0	a70cd07b966b54491b41385e9bda4058	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261944	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261944	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261944				qiime_study_797:55.HC.LeftPalm		55.HC.LeftPalm		2013-04-16
76	PRJEB1799	ERP002478	SAMEA1880286	ERS236572	ERX236463	ERR261945	ERA207702	447426	human oral metagenome	ILLUMINA	unspecified	59.HD.Tongue:893		SINGLE	AMPLICON	METAGENOMIC	PCR	7767	970838	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321927:893	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321927:893	seqs_59.HD.Tongue.375229.fastq.gz_run	568579	6292b5e4547334133ed79f23efd23879	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261945/ERR261945.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261945/ERR261945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261945/ERR261945.fastq.gz	613929.0	55f13571c883ff22b41203f5f226c11d	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261945/seqs_59.HD.Tongue.375229.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261945/seqs_59.HD.Tongue.375229.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261945/seqs_59.HD.Tongue.375229.fastq.gz	FASTQ	787936.0	e5acaa4d40780f9a08ab0693bc87e483	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261945	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261945	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261945				qiime_study_797:59.HD.Tongue		59.HD.Tongue		2013-04-16
77	PRJEB1799	ERP002478	SAMEA1880335	ERS236573	ERX236464	ERR261946	ERA207702	447426	human oral metagenome	ILLUMINA	unspecified	1191.Tongue:145		SINGLE	AMPLICON	METAGENOMIC	PCR	12889	1618095	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321928:145	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321928:145	seqs_1191.Tongue.375155.fastq.gz_run	908292	9129b56901bb7564a6a4b8a1573e714a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261946/ERR261946.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261946/ERR261946.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261946/ERR261946.fastq.gz	978715.0	0771700aee8e3281524212106c96a6d0	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261946/seqs_1191.Tongue.375155.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261946/seqs_1191.Tongue.375155.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261946/seqs_1191.Tongue.375155.fastq.gz	FASTQ	1254885.0	80354d6fb5f7b1dd07e48fff77adff12	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261946	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261946	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261946				qiime_study_797:1191.Tongue		1191.Tongue		2013-04-16
78	PRJEB1799	ERP002478	SAMEA1880743	ERS236574	ERX236465	ERR261947	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	29.HD.Forehead:433		SINGLE	AMPLICON	METAGENOMIC	PCR	38450	4841785	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321929:433	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321929:433	seqs_29.HD.Forehead.375190.fastq.gz_run	2817411	8f899d779468c5c2de7d2ebe0812a959	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261947/ERR261947.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261947/ERR261947.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261947/ERR261947.fastq.gz	3038301.0	ce15b7f4c4888a64dc701cde99ca61f1	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261947/seqs_29.HD.Forehead.375190.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261947/seqs_29.HD.Forehead.375190.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261947/seqs_29.HD.Forehead.375190.fastq.gz	FASTQ	3798468.0	2afd7fe32b7270d7937ace93eda6760e	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261947	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261947	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261947				qiime_study_797:29.HD.Forehead		29.HD.Forehead		2013-04-16
79	PRJEB1799	ERP002478	SAMEA1880801	ERS236575	ERX236466	ERR261948	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	61.HA.Forehead:894		SINGLE	AMPLICON	METAGENOMIC	PCR	1401	178299	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:321930:894	Song_2012_family_study	qiime_study_797	qiime_experiment_797:321930:894	seqs_61.HA.Forehead.374621.fastq.gz_run	113192	6171e343e85018cd4f075a97b5dfefa0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261948/ERR261948.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR261/ERR261948/ERR261948.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/ERR261948/ERR261948.fastq.gz	123783.0	6e1ca0bd79dd332e2998658c38a7edb7	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261948/seqs_61.HA.Forehead.374621.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR261/ERR261948/seqs_61.HA.Forehead.374621.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR261/ERR261948/seqs_61.HA.Forehead.374621.fastq.gz	FASTQ	173345.0	7ee36bbf1ac2164b3bd5713992981871	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261948	fasp.sra.ebi.ac.uk:/vol1/err/ERR261/ERR261948	ftp.sra.ebi.ac.uk/vol1/err/ERR261/ERR261948				qiime_study_797:61.HA.Forehead		61.HA.Forehead		2013-04-16
