broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	library_name	collection_date	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	DESCRIPTION
NCBI	pda|conlans	SRS3665623	SAMN09715306	MET1775	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548360	SRR7687996-SRR7687997	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665623&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665623&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1775	2014-06-20	human skin	Ph-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	33309039	8393877828	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666000	SAMN09715307	MET1812	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548738	SRR7688450	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666000&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666000&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1812	2014-11-12	human skin	Hp-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	4297911	1083073572	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666002	SAMN09715308	MET1813	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548739	SRR7688451-SRR7688453	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666002&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666002&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1813	2014-11-12	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1090696	274855392	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666003	SAMN09715309	MET1814	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548740	SRR7688454-SRR7688455	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666003&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666003&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1814	2014-11-12	human skin	Mb-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	7652611	1928457972	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666004	SAMN09715310	MET1815	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548741	SRR7688456	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666004&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666004&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1815	2014-11-12	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	2033490	512439480	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666005	SAMN09715311	MET1816	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548742	SRR7688457	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666005&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666005&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1816	2014-11-12	human skin	Ph-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	5673664	1429763328	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666006	SAMN09715312	MET1817	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548743	SRR7688458-SRR7688461	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666006&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666006&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1817	2014-11-12	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	13097757	3300634764	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666007	SAMN09715313	MET1818	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548744	SRR7688462-SRR7688465	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666007&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666007&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1818	2014-11-12	human skin	Vf-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	7248317	1826575884	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666008	SAMN09715314	MET1819	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548745	SRR7688466-SRR7688467	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666008&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666008&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1819	2015-01-21	human skin	Ac-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	15590435	3928789620	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666009	SAMN09715315	MET1820	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548746	SRR7688468-SRR7688470	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666009&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666009&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1820	2015-01-21	human skin	Hp-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	402085	101325420	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666010	SAMN09715316	MET1821	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548747	SRR7688471	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666010&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666010&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1821	2015-01-21	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	368453	92850156	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666011	SAMN09715317	MET1822	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548748	SRR7688472-SRR7688473	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666011&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666011&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1822	2015-01-21	human skin	Mb-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	709097	178692444	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666012	SAMN09715318	MET1823	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548749	SRR7688474-SRR7688477	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666012&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666012&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1823	2015-01-21	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	17516898	4414258296	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666013	SAMN09715319	MET1824	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548750	SRR7688478-SRR7688481	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666013&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666013&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1824	2015-01-21	human skin	Ph-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	729282	183779064	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666014	SAMN09715320	MET1825	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548751	SRR7688482-SRR7688485	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666014&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666014&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1825	2015-01-21	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	198453	50010156	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666015	SAMN09715321	MET1826	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548752	SRR7688486-SRR7688489	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666015&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666015&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1826	2015-01-21	human skin	Vf-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1164644	293490288	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666017	SAMN09715322	MET1827	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548753	SRR7688490-SRR7688492	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666017&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666017&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1827	2015-01-16	human skin	Ac-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	2960577	746065404	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666016	SAMN09715323	MET1828	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548754	SRR7688493	SRA757707	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666016&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666016&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1828	2015-01-16	human skin	Hp-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	174706	44025912	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666018	SAMN09715324	MET1829	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548755	SRR7688494	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666018&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666018&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1829	2015-01-16	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	18493006	4660237512	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666019	SAMN09715325	MET1830	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548756	SRR7688495-SRR7688497	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666019&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666019&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1830	2015-01-16	human skin	Mb-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	24846843	6261404436	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666020	SAMN09715326	MET1831	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548757	SRR7688498-SRR7688499	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666020&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666020&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1831	2015-01-16	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	2565827	646588404	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666021	SAMN09715327	MET1832	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548758	SRR7688500-SRR7688503	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666021&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666021&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1832	2015-01-16	human skin	Ph-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1560661	393286572	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666022	SAMN09715328	MET1833	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548759	SRR7688504-SRR7688505	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666022&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666022&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1833	2015-01-16	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	5782183	1457110116	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666023	SAMN09715329	MET1834	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548760	SRR7688506-SRR7688509	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666023&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666023&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1834	2015-01-16	human skin	Vf-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	5015450	1263893400	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666024	SAMN09715330	MET1835	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548761	SRR7688510-SRR7688512	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666024&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666024&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1835	2015-02-17	human skin	Ac-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	7557259	1904429268	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666025	SAMN09715331	MET1836	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548762	SRR7688513-SRR7688516	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666025&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666025&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1836	2015-02-17	human skin	Hp-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	395682	99711864	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666026	SAMN09715332	MET1837	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548763	SRR7688517-SRR7688518	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666026&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666026&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1837	2015-02-17	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	423845	106808940	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666027	SAMN09715333	MET1838	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548764	SRR7688519-SRR7688522	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666027&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666027&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1838	2015-02-17	human skin	Mb-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	257019	64768788	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666028	SAMN09715334	MET1839	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548765	SRR7688523	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666028&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666028&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1839	2015-02-17	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	915048	230592096	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666029	SAMN09715335	MET1840	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548766	SRR7688524-SRR7688527	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666029&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666029&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1840	2015-02-17	human skin	Ph-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	5396363	1359883476	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666030	SAMN09715336	MET1841	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548767	SRR7688528-SRR7688531	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666030&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666030&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1841	2015-02-17	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	246590	62140680	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666031	SAMN09715337	MET1842	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548768	SRR7688532-SRR7688533	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666031&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666031&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1842	2015-02-17	human skin	Vf-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	172013	43347276	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666033	SAMN09715338	MET1843	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548769	SRR7688534-SRR7688537	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666033&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666033&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1843	2015-03-12	human skin	Ac-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1043726	263018952	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666032	SAMN09715339	MET1844	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548770	SRR7688538-SRR7688540	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666032&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666032&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1844	2015-03-12	human skin	Hp-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1187762	299316024	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666034	SAMN09715340	MET1845	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548771	SRR7688541-SRR7688544	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666034&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666034&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1845	2015-03-12	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	191409	48235068	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666035	SAMN09715341	MET1846	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548772	SRR7688545-SRR7688548	SRA757708	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666035&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666035&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1846	2015-03-12	human skin	Mb-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1915228	482637456	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666113	SAMN09715342	MET1847	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548852	SRR7688628-SRR7688629	SRA757745	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666113&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666113&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1847	2015-03-12	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1418922	357568344	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666115	SAMN09715343	MET1848	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548853	SRR7688630-SRR7688633	SRA757745	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666115&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666115&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1848	2015-03-12	human skin	Ph-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	4435862	1117837224	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666116	SAMN09715344	MET1849	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548854	SRR7688634-SRR7688637	SRA757745	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666116&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666116&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1849	2015-03-12	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1870506	471367512	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666117	SAMN09715345	MET1850	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548855	SRR7688638-SRR7688641	SRA757745	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666117&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666117&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1850	2015-03-12	human skin	Vf-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	986101	248497452	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3666137	SAMN09715346	MET2016	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548873	SRR7688683-SRR7688684	SRA757748	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666137&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3666137&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET2016	2015-08-27	human skin	Ac-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	340312	85758624	2018-08-14	2018-08-14	
