broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	COMMON_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	isolate	age	biomaterial_provider	sex	tissue	cell_line	cell_type	replicate	microbiome_treatment	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|zudockk1	SRS6153225	SAMN14118323	Bacillus _13_C	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732847	SRR11093979	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153225&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153225&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Bacillus _13_3	Bacillus sp. AF054_003	Human	10440472	793475872	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153227	SAMN14118324	Bacillus _13_D	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732848	SRR11093978	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153227&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153227&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Bacillus _13_4	Bacillus sp. AF054_003	Human	11893687	903920212	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153226	SAMN14118325	Bacillus_13_E	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732849	SRR11093977	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153226&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153226&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Bacillus_13_5	Bacillus sp. AF054_003	Human	4237360	322039360	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153181	SAMN14118326	Mixture_A	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732803	SRR11094023	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153181&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153181&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Mixture_1	Mixed Community of Bacillus sp. AF054_003, Corynebacterium sp. AM066_013, Paenibacillus sp. FM060_005, Staphylcoccus sp. FM066_005, Micrococcus sp. AF054_004, Acinetobacter sp. AM066_105, Roseomonas sp. AF061_002, Streptococcus sp. AF062_002	Human	11347077	862377852	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153182	SAMN14118327	Mixture_B	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732804	SRR11094022	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153182&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153182&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Mixture_2	Mixed Community of Bacillus sp. AF054_003, Corynebacterium sp. AM066_013, Paenibacillus sp. FM060_005, Staphylcoccus sp. FM066_005, Micrococcus sp. AF054_004, Acinetobacter sp. AM066_105, Roseomonas sp. AF061_002, Streptococcus sp. AF062_002	Human	11728937	891399212	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153183	SAMN14118328	Mixture_C	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732805	SRR11094021	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153183&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153183&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Mixture_3	Mixed Community of Bacillus sp. AF054_003, Corynebacterium sp. AM066_013, Paenibacillus sp. FM060_005, Staphylcoccus sp. FM066_005, Micrococcus sp. AF054_004, Acinetobacter sp. AM066_105, Roseomonas sp. AF061_002, Streptococcus sp. AF062_002	Human	12168306	924791256	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153184	SAMN14118329	Mixture_D	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732806	SRR11094020	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153184&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153184&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Mixture_4	Mixed Community of Bacillus sp. AF054_003, Corynebacterium sp. AM066_013, Paenibacillus sp. FM060_005, Staphylcoccus sp. FM066_005, Micrococcus sp. AF054_004, Acinetobacter sp. AM066_105, Roseomonas sp. AF061_002, Streptococcus sp. AF062_002	Human	15446093	1173903068	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153185	SAMN14118330	Mixture_E	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732807	SRR11094019	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153185&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153185&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Mixture_5	Mixed Community of Bacillus sp. AF054_003, Corynebacterium sp. AM066_013, Paenibacillus sp. FM060_005, Staphylcoccus sp. FM066_005, Micrococcus sp. AF054_004, Acinetobacter sp. AM066_105, Roseomonas sp. AF061_002, Streptococcus sp. AF062_002	Human	10733319	815732244	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153186	SAMN14118331	Staphylococcus_epidermidis_88_A	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732808	SRR11094018	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153186&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153186&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Staphylococcus_epidermidis_88_1	Staphylcoccus sp. FM066_005	Human	30287474	2301848024	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153187	SAMN14118332	Staphylococcus_epidermidis_88_B	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732809	SRR11094017	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153187&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153187&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Staphylococcus_epidermidis_88_2	Staphylcoccus sp. FM066_005	Human	12139425	922596300	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153188	SAMN14118333	Staphylococcus_epidermidis_88_C	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732810	SRR11094016	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153188&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153188&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Staphylococcus_epidermidis_88_3	Staphylcoccus sp. FM066_005	Human	11167385	848721260	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153189	SAMN14118334	Staphylococcus_epidermidis_88_D	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732811	SRR11094015	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153189&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153189&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Staphylococcus_epidermidis_88_4	Staphylcoccus sp. FM066_005	Human	4690552	356481952	2020-02-18	2020-02-18
NCBI	pda|zudockk1	SRS6153190	SAMN14118335	Staphylococcus_epidermidis_88_E	Homo sapiens	9606	Homo sapiens	human	SRP249658	SRX7732812	SRR11094014	SRA1043354	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153190&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS6153190&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	EpiDerm FT	not applicable	MatTek Corporation200 Homer AveAshland, MA 01721https://www.mattek.com/	not applicable	Skin	EFT-400-7A	whole tissue	Staphylococcus_epidermidis_88_5	Staphylcoccus sp. FM066_005	Human	10989072	835169472	2020-02-18	2020-02-18
