run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
SRR13348355	SRP300200	SAMN17209640	SRS7961936	SRX9774482	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191119.00342_3		PAIRED	AMPLICON	METAGENOMIC	PCR	53156	26684312	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191119.00342_3	S.191119.00342_3_L001_R1_001.fastq.gz	4690976;4566805	cdfd4d0b0dd6ee05bcf5781ea129517b;3e34ba578b5a4419b1fb26777a412de3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348355/SRR13348355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348355/SRR13348355_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/055/SRR13348355/SRR13348355_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/055/SRR13348355/SRR13348355_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348355/SRR13348355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348355/SRR13348355_2.fastq.gz							13417070	19f7a73d9f1647d2455d407df6c4e110	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/055/SRR13348355	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/055/SRR13348355	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/055/SRR13348355	S.191119.00342_3		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348356	SRP300200	SAMN17209496	SRS7961937	SRX9774481	PRJNA689547	SRA1179876	1131769	human nasopharyngeal metagenome	ILLUMINA	Illumina MiSeq	S.191113.00038_134		PAIRED	AMPLICON	METAGENOMIC	PCR	86265	43305030	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191113.00038_134	S.191113.00038_134_L001_R1_001.fastq.gz	7636596;6863445	09752f57754ea48cb4b5169b9acb2ff9;713b5af297c9f7f9ac6335bac4055e73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348356/SRR13348356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348356/SRR13348356_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/056/SRR13348356/SRR13348356_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/056/SRR13348356/SRR13348356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348356/SRR13348356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348356/SRR13348356_2.fastq.gz							21108491	5a5c3873eac97e07dc2bf994e7ada057	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13348356	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/056/SRR13348356	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13348356	S.191113.00038_134		MIMS Environmental/Metagenome sample from human nasopharyngeal metagenome		2021-01-04
SRR13348357	SRP300200	SAMN17209639	SRS7961935	SRX9774480	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191108.00820_129		PAIRED	AMPLICON	METAGENOMIC	PCR	82178	41253356	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191108.00820_129	S.191108.00820_129_L001_R1_001.fastq.gz	8090596;7192318	8b643bd5aaf50ed422b03aac24fbaf91;9d5c83ef4e93f7809c409d9b8282cb72	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/057/SRR13348357/SRR13348357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/057/SRR13348357/SRR13348357_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/057/SRR13348357/SRR13348357_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/057/SRR13348357/SRR13348357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/057/SRR13348357/SRR13348357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/057/SRR13348357/SRR13348357_2.fastq.gz							21743015	79016183f1111e5aa472863adbc898e1	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/057/SRR13348357	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/057/SRR13348357	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/057/SRR13348357	S.191108.00820_129		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348358	SRP300200	SAMN17209638	SRS7961934	SRX9774479	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191121.00251_165		PAIRED	AMPLICON	METAGENOMIC	PCR	4650	2334300	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191121.00251_165	S.191121.00251_165_L001_R1_001.fastq.gz	408936;402472	588168656c1a23ce13bd347e9ebadbd1;63285f2637ca6d54416031a36f62e52a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13348358/SRR13348358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13348358/SRR13348358_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/058/SRR13348358/SRR13348358_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/058/SRR13348358/SRR13348358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13348358/SRR13348358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13348358/SRR13348358_2.fastq.gz							1215006	1a80115df20e1272a60f0992f2be73e2	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/058/SRR13348358	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/058/SRR13348358	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/058/SRR13348358	S.191121.00251_165		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348363	SRP300200	SAMN17209632	SRS7961932	SRX9774473	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191114.01146_155		PAIRED	AMPLICON	METAGENOMIC	PCR	3223	1617946	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191114.01146_155	S.191114.01146_155_L001_R1_001.fastq.gz	324351;334631	6416667b613efa093ebd2b7f2f3d7eb1;bc062d6ba1f5468259a71afd9c0c2c5a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348363/SRR13348363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348363/SRR13348363_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/063/SRR13348363/SRR13348363_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/063/SRR13348363/SRR13348363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348363/SRR13348363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348363/SRR13348363_2.fastq.gz							923897	83242718e53d7d53e24be562c4009c51	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/063/SRR13348363	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/063/SRR13348363	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/063/SRR13348363	S.191114.01146_155		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348364	SRP300200	SAMN17209631	SRS7961927	SRX9774472	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191111.00061_91		PAIRED	AMPLICON	METAGENOMIC	PCR	77401	38855302	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191111.00061_91	S.191111.00061_91_L001_R1_001.fastq.gz	7231570;6617822	2f1d61eb6f425b91a4f36d3b1f945ed7;060d32801f9f1eb838d0682252e61839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348364/SRR13348364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348364/SRR13348364_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/064/SRR13348364/SRR13348364_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/064/SRR13348364/SRR13348364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348364/SRR13348364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348364/SRR13348364_2.fastq.gz							19128960	588dc59de9687a1ea2e19efb15fd3557	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/064/SRR13348364	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/064/SRR13348364	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/064/SRR13348364	S.191111.00061_91		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348365	SRP300200	SAMN17209634	SRS7961929	SRX9774475	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191116.00008_41		PAIRED	AMPLICON	METAGENOMIC	PCR	68819	34547138	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191116.00008_41	S.191116.00008_41_L001_R1_001.fastq.gz	5275814;5964516	c212a57ee716eec9b9ebbb94ebeafecf;36f33cc2b34caa2d352bef36f9a35bd4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/065/SRR13348365/SRR13348365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/065/SRR13348365/SRR13348365_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/065/SRR13348365/SRR13348365_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/065/SRR13348365/SRR13348365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/065/SRR13348365/SRR13348365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/065/SRR13348365/SRR13348365_2.fastq.gz							15939092	dd4eeb3f939d498ac3c97cb696e19645	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/065/SRR13348365	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/065/SRR13348365	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/065/SRR13348365	S.191116.00008_41		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348366	SRP300200	SAMN17209630	SRS7961926	SRX9774471	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191214.00008_73		PAIRED	AMPLICON	METAGENOMIC	PCR	45516	22849032	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191214.00008_73	S.191214.00008_73_L001_R1_001.fastq.gz	4883135;5255542	fc0cd8a605e5c83f43752fcd90dc6876;4000990c41223accdad0344b4d67891d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/066/SRR13348366/SRR13348366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/066/SRR13348366/SRR13348366_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/066/SRR13348366/SRR13348366_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/066/SRR13348366/SRR13348366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/066/SRR13348366/SRR13348366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/066/SRR13348366/SRR13348366_2.fastq.gz							12860135	57977dc2a79f51584fcdfe8dd370e925	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/066/SRR13348366	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/066/SRR13348366	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/066/SRR13348366	S.191214.00008_73		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348367	SRP300200	SAMN17209495	SRS7961925	SRX9774470	PRJNA689547	SRA1179876	1131769	human nasopharyngeal metagenome	ILLUMINA	Illumina MiSeq	S.191112.00010_115		PAIRED	AMPLICON	METAGENOMIC	PCR	11968	6007936	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191112.00010_115	S.191112.00010_115_L001_R1_001.fastq.gz	1273163;1241832	c9dd1ea48d4f6e260ef54515c12a84ab;a24c7b7ff09d4b00f73542c7d075c17d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348367/SRR13348367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348367/SRR13348367_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/067/SRR13348367/SRR13348367_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/067/SRR13348367/SRR13348367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348367/SRR13348367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348367/SRR13348367_2.fastq.gz							3220685	8e424fab04f91c5750f90cb02efe266c	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/067/SRR13348367	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/067/SRR13348367	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/067/SRR13348367	S.191112.00010_115		MIMS Environmental/Metagenome sample from human nasopharyngeal metagenome		2021-01-04
SRR13348370	SRP300200	SAMN17209626	SRS7961920	SRX9774466	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191112.00008_75		PAIRED	AMPLICON	METAGENOMIC	PCR	75601	37951702	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191112.00008_75	S.191112.00008_75_L001_R1_001.fastq.gz	6567990;6065006	7487b822582cc66df59c2ab90897d442;a51c8dd42c7b6ae86ea39dd058aba804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13348370/SRR13348370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13348370/SRR13348370_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/070/SRR13348370/SRR13348370_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/070/SRR13348370/SRR13348370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13348370/SRR13348370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13348370/SRR13348370_2.fastq.gz							18069460	5e69875a538e815f77350a66df899a45	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/070/SRR13348370	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/070/SRR13348370	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/070/SRR13348370	S.191112.00008_75		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348371	SRP300200	SAMN17209625	SRS7961918	SRX9774465	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191114.00068_18		PAIRED	AMPLICON	METAGENOMIC	PCR	77609	38959718	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191114.00068_18	S.191114.00068_18_L001_R1_001.fastq.gz	7528048;7315016	94d2bf5f143e0c34dde579a94e5bb65e;4282ced23eb8e9824c58ba79a660ef8f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13348371/SRR13348371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13348371/SRR13348371_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/071/SRR13348371/SRR13348371_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/071/SRR13348371/SRR13348371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13348371/SRR13348371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13348371/SRR13348371_2.fastq.gz							20500363	b6286e0e2b521c48107ca45ba503820a	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/071/SRR13348371	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/071/SRR13348371	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/071/SRR13348371	S.191114.00068_18		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348377	SRP300200	SAMN17209620	SRS7961917	SRX9774460	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191217.00693_176		PAIRED	AMPLICON	METAGENOMIC	PCR	1917	962334	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191217.00693_176	S.191217.00693_176_L001_R1_001.fastq.gz	198806;166256	695df2c253e867c1a821a18b8af42131;41368cd8364626c2ca5132fe2ab59724	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348377/SRR13348377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348377/SRR13348377_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/077/SRR13348377/SRR13348377_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/077/SRR13348377/SRR13348377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348377/SRR13348377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348377/SRR13348377_2.fastq.gz							578561	92b82d5bf3b2d8452ae8cc14732b2301	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/077/SRR13348377	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/077/SRR13348377	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/077/SRR13348377	S.191217.00693_176		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348384	SRP300200	SAMN17209614	SRS7961907	SRX9774453	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191112.00216_132		PAIRED	AMPLICON	METAGENOMIC	PCR	79003	39659506	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191112.00216_132	S.191112.00216_132_L001_R1_001.fastq.gz	7611991;7522511	16561779f70daa9f60dc1b1b4b816db1;763e5904b04dc44a1a595289a9c588d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13348384/SRR13348384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13348384/SRR13348384_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/084/SRR13348384/SRR13348384_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/084/SRR13348384/SRR13348384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13348384/SRR13348384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13348384/SRR13348384_2.fastq.gz							20560045	2c36735b8093026dc88fa73b968f6961	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/084/SRR13348384	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/084/SRR13348384	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/084/SRR13348384	S.191112.00216_132		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348385	SRP300200	SAMN17209613	SRS7961906	SRX9774452	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191117.00160_102		PAIRED	AMPLICON	METAGENOMIC	PCR	72227	36257954	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191117.00160_102	S.191117.00160_102_L001_R1_001.fastq.gz	5519435;5353877	a815313fbc030a0f835860836c88cecd;0f5ee454646c531f8d9cca540309874a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348385/SRR13348385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348385/SRR13348385_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/085/SRR13348385/SRR13348385_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/085/SRR13348385/SRR13348385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348385/SRR13348385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348385/SRR13348385_2.fastq.gz							14032638	a72a94843ce8fe273577b310662c41ae	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13348385	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/085/SRR13348385	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13348385	S.191117.00160_102		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348392	SRP300200	SAMN17209607	SRS7961899	SRX9774445	PRJNA689547	SRA1179876	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	S.191114.01152_168		PAIRED	AMPLICON	METAGENOMIC	PCR	2710	1360420	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191114.01152_168	S.191114.01152_168_L001_R1_001.fastq.gz	257511;286416	879f17407609b2b823782970a3113d42;8f1610c3ecb83c88dc4aac4fd9e30ca3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13348392/SRR13348392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13348392/SRR13348392_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/092/SRR13348392/SRR13348392_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/092/SRR13348392/SRR13348392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13348392/SRR13348392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13348392/SRR13348392_2.fastq.gz							767314	38e0ba1fe3d597240bf3311a7e9b10e8	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/092/SRR13348392	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/092/SRR13348392	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/092/SRR13348392	S.191114.01152_168		MIMS Environmental/Metagenome sample from human gut metagenome		2021-01-04
SRR13348395	SRP300200	SAMN17209604	SRS7961897	SRX9774442	PRJNA689547	SRA1179876	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	S.191217.00701_87		PAIRED	AMPLICON	METAGENOMIC	PCR	69055	34665610	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191217.00701_87	S.191217.00701_87_L001_R1_001.fastq.gz	7267857;6162783	7f7708d10089f851690ceec639df96a2;fca91afe95b4f7897833ec8043e3297e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13348395/SRR13348395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13348395/SRR13348395_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/095/SRR13348395/SRR13348395_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/095/SRR13348395/SRR13348395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13348395/SRR13348395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13348395/SRR13348395_2.fastq.gz							18861224	6ef4359357b371cd5ba25f166e742abb	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13348395	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/095/SRR13348395	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13348395	S.191217.00701_87		MIMS Environmental/Metagenome sample from human gut metagenome		2021-01-04
