broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	host	collection_date	geo_loc_name	lat_lon	replicate	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|qiuchuangzhao	SRS5650361	SAMN13290254	1149.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142225	SRR10447684	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650361&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650361&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1149 time 1	Metagenome or environmental	20495	8565875	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650362	SAMN13290255	1149.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142226	SRR10447683	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650362&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650362&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1149 time 2	Metagenome or environmental	20272	8732704	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650363	SAMN13290256	1151.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142227	SRR10447682	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650363&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650363&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1151 time 1	Metagenome or environmental	20490	8632029	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650364	SAMN13290257	1151.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142228	SRR10447681	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650364&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650364&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1151 time 2	Metagenome or environmental	20616	8738444	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650366	SAMN13290258	1157.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142230	SRR10447679	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650366&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650366&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1157 time 1	Metagenome or environmental	19308	8333334	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650367	SAMN13290259	1157.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142231	SRR10447678	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650367&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650367&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1157 time 2	Metagenome or environmental	21636	8781400	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650368	SAMN13290260	1159.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142232	SRR10447677	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650368&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650368&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1159 time 1	Metagenome or environmental	21090	9080976	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650369	SAMN13290261	1159.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142233	SRR10447676	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650369&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650369&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1159 time 2	Metagenome or environmental	21616	9189185	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650370	SAMN13290262	1299.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142234	SRR10447675	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650370&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650370&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1299 time 1	Metagenome or environmental	8487	3675114	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650371	SAMN13290263	1299.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142235	SRR10447674	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650371&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650371&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1299 time 2	Metagenome or environmental	19048	8277024	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650372	SAMN13290264	1499.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142236	SRR10447673	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650372&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650372&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1499 time 1	Metagenome or environmental	14156	6141495	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650373	SAMN13290265	1499.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142237	SRR10447672	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650373&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650373&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1499 time 2	Metagenome or environmental	37731	16429095	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650374	SAMN13290266	1500.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142238	SRR10447671	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650374&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650374&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1500 time 1	Metagenome or environmental	24884	10670177	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650375	SAMN13290267	1500.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142239	SRR10447670	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650375&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650375&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1500 time 2	Metagenome or environmental	10074	4392240	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650377	SAMN13290268	1508.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142241	SRR10447668	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650377&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650377&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1508 time 1	Metagenome or environmental	18615	8078202	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650378	SAMN13290269	1508.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142242	SRR10447667	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650378&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650378&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1508 time 2	Metagenome or environmental	18515	8050445	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650379	SAMN13290270	1509.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142243	SRR10447666	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650379&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650379&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1509 time 1	Metagenome or environmental	13381	5836314	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650380	SAMN13290271	1509.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142244	SRR10447665	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650380&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650380&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1509 time 2	Metagenome or environmental	15695	6727908	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650381	SAMN13290272	1511.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142245	SRR10447664	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650381&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650381&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1511 time 1	Metagenome or environmental	13494	5787003	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650382	SAMN13290273	1511.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142246	SRR10447663	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650382&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650382&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1511 time 2	Metagenome or environmental	24881	10911277	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650383	SAMN13290274	1572.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142247	SRR10447662	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650383&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650383&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1572 time 1	Metagenome or environmental	13132	5684790	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650384	SAMN13290275	1572.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142248	SRR10447661	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650384&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650384&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1572 time 2	Metagenome or environmental	14941	6474888	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650385	SAMN13290276	1594.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142249	SRR10447660	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650385&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650385&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1594 time 1	Metagenome or environmental	23794	10273579	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650386	SAMN13290277	1594.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142250	SRR10447659	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650386&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650386&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1594 time 2	Metagenome or environmental	12848	5573152	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650388	SAMN13290278	1595.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142252	SRR10447657	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650388&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650388&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1595 time 1	Metagenome or environmental	14048	6140677	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650389	SAMN13290279	1595.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142253	SRR10447656	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650389&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650389&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1595 time 2	Metagenome or environmental	20232	8838421	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650390	SAMN13290280	1599.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142254	SRR10447655	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650390&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650390&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1599 time 1	Metagenome or environmental	18277	7862508	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650391	SAMN13290281	1599.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142255	SRR10447654	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650391&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650391&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1599 time 2	Metagenome or environmental	6181	2671571	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650392	SAMN13290282	1628.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142256	SRR10447653	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650392&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650392&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1628 time 1	Metagenome or environmental	11571	4983420	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650393	SAMN13290283	1628.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142257	SRR10447652	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650393&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650393&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1628 time 2	Metagenome or environmental	20673	8956173	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650394	SAMN13290284	1632.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142258	SRR10447651	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650394&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650394&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1632 time 1	Metagenome or environmental	15839	6893370	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650395	SAMN13290285	1632.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142259	SRR10447650	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650395&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650395&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1632 time 2	Metagenome or environmental	19018	8260522	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650396	SAMN13290286	1638.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142260	SRR10447649	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650396&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650396&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1638 time 1	Metagenome or environmental	23904	10327829	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650397	SAMN13290287	1638.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142261	SRR10447648	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650397&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650397&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1638 time 2	Metagenome or environmental	19569	8590936	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650399	SAMN13290288	1642.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142263	SRR10447646	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650399&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650399&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1642 time 1	Metagenome or environmental	25239	11041154	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650400	SAMN13290289	1642.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142264	SRR10447645	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650400&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650400&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1642 time 2	Metagenome or environmental	26329	11370299	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650401	SAMN13290290	1658.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142265	SRR10447644	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650401&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650401&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1658 time 1	Metagenome or environmental	20578	8954559	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650402	SAMN13290291	1658.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142266	SRR10447643	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650402&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650402&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1658 time 2	Metagenome or environmental	12645	5480488	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650403	SAMN13290292	1674.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142267	SRR10447642	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650403&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650403&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1674 time 1	Metagenome or environmental	23800	10290834	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650404	SAMN13290293	1674.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142268	SRR10447641	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650404&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650404&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1674 time 2	Metagenome or environmental	25799	11198749	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650405	SAMN13290294	1676.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142269	SRR10447640	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650405&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650405&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1676 time 1	Metagenome or environmental	27923	12217963	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650406	SAMN13290295	1676.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142270	SRR10447639	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650406&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650406&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1676 time 2	Metagenome or environmental	8888	3837638	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650407	SAMN13290296	1681.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142271	SRR10447638	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650407&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650407&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1681 time 1	Metagenome or environmental	15703	6780812	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650408	SAMN13290297	1681.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142272	SRR10447637	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650408&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650408&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1681 time 2	Metagenome or environmental	49069	21365160	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650410	SAMN13290298	194.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142274	SRR10447635	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650410&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650410&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	194 time 1	Metagenome or environmental	19399	8374909	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650411	SAMN13290299	194.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142275	SRR10447634	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650411&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650411&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	194 time 2	Metagenome or environmental	20090	8706271	2020-09-15	2020-09-15
